#{"t_start": 1768397049.485806, "env_id": "None"}
r,l,t
-54.740597,11,2.961862
-395.8358,365,3.566528
-76.32147,55,3.677353
-54.513332,6,3.72329
-54.05891,6,3.764384
44.496494,11,3.820455
-107.55094,84,3.979767
-78.1602,26,4.051201
-104.0668,71,4.19489
-55.16412,8,4.251702
-127.096375,89,4.420006
-86.23648,29,4.521481
-63.25979,19,4.593973
-82.599174,23,4.663536
47.04627,11,4.716383
-56.908318,6,4.761275
35.661114,43,4.856612
-342.70367,246,5.682875
-576.86847,445,6.279613
-415.6039,501,7.331285
-54.904987,5,7.362341
-89.06578,35,7.42577
-62.22213,12,7.45678
-1327.0917,1007,9.246093
-289.18518,264,9.709553
-336.29868,369,10.386925
-163.8217,130,10.590288
-83.399185,27,10.678842
-92.4259,71,10.82196
-123.00527,76,10.952149
-538.9326,493,12.090217
-53.345848,6,12.112783
-164.386,150,12.396806
-205.49533,161,12.629014
-106.4597,191,12.892409
49.376392,4,12.912332
-143.11755,71,13.459326
-72.07926,41,13.53909
-74.808556,35,13.6046
-54.52249,6,13.629442
-65.20083,13,13.666562
-195.22711,118,13.87355
39.027428,34,13.933212
49.7,3,13.954879
-82.92818,48,14.050782
-187.21812,192,14.322301
-50.44142,3,14.342141
-158.0787,99,14.550502
-58.097275,9,14.581814
-54.0559,4,14.603338
-85.52765,31,14.671296
-73.45665,37,14.732148
45.557045,13,14.76722
-151.4081,127,14.94679
-51.265686,3,14.969414
-55.708702,8,14.998909
-77.10079,33,15.057084
-88.75931,42,15.129296
-69.75314,29,15.189223
-86.04826,34,15.245772
-143.88737,62,15.714655
-195.0572,161,15.981892
-163.62029,109,16.164363
-112.87178,46,16.239918
-51.81598,3,16.259096
39.06901,24,16.307781
-773.9535,575,17.175146
-80.75881,32,17.239543
-50.7,3,17.260513
-62.645622,18,17.299638
-175.1806,204,17.931599
-121.70548,54,18.019469
6.490734,101,18.16478
-72.17225,20,18.20465
-845.9368,1270,20.296765
-129.71991,64,20.416998
-91.605225,48,20.500736
-59.811844,16,20.534919
-96.824684,35,20.600182
-270.2725,177,20.865401
-59.905033,16,20.9062
19.176483,68,21.013873
-63.072235,13,21.0459
-99.19339,46,21.521394
-52.3,3,21.547766
-190.7159,200,21.843722
-68.18588,60,21.936505
-71.935265,50,22.022853
-65.06207,16,22.059549
-17.579918,117,22.239174
-94.97711,71,22.349325
-112.40241,77,22.468114
-98.42662,69,22.580082
-53.159454,8,22.614127
-55.41799,7,22.63938
38.083767,24,22.683658
