#{"t_start": 1768475297.7007625, "env_id": "None"}
r,l,t
-136.34525,182,2.403656
-174.0459,165,2.733017
-59.87106,13,2.806584
-52.40711,4,2.863093
-60.125557,14,2.933584
-6.547783,127,3.273125
-112.177795,55,3.451433
-136.93765,73,3.604023
19.584743,58,3.715451
-51.265686,3,3.761846
-102.19946,207,4.065996
-84.66701,31,4.151431
-52.098984,4,4.19102
-53.960827,4,4.236477
-91.52321,63,4.350362
-61.411522,9,4.404527
49.75858,3,4.441916
-237.40482,198,4.740581
-102.14017,39,4.828426
-44.273476,195,5.169237
-65.72359,13,5.228074
-63.390663,13,5.28617
-61.499275,12,5.335856
-173.08093,102,5.502396
-153.80817,127,5.695446
-144.34332,123,5.887995
-195.4073,163,6.12055
-317.0004,250,7.528735
-64.315865,36,7.607331
-133.79657,71,7.734062
-208.79657,250,8.09488
-194.69371,222,8.398132
-120.7752,81,8.518057
-54.509468,7,8.547324
-62.148216,13,8.584596
-51.602367,6,8.605798
-207.22719,250,8.975229
-55.264458,10,9.002949
-55.540073,14,9.042148
-85.88823,47,9.120062
-56.927834,7,9.14302
-64.87418,15,9.177944
-88.07352,79,9.293125
36.998756,50,9.37403
-157.83092,215,9.732665
-291.7992,230,10.047709
-74.84915,67,10.15078
-54.4195,5,10.173693
-62.83925,15,10.209511
-81.997894,24,10.254285
-70.48279,17,10.296505
-170.72798,250,11.542113
47.034096,12,11.575646
-77.355316,50,11.673376
-83.10699,57,11.778333
-55.066067,8,11.813697
-210.49889,250,12.175445
-84.08525,36,12.239436
-109.9335,124,12.430771
-180.31459,250,12.99024
-115.05749,46,13.186945
-55.06274,8,13.259616
-72.75932,23,13.388369
-165.11264,110,13.745559
-132.50505,85,13.981409
-144.0621,148,14.321586
-121.73205,80,14.479988
-98.786446,65,14.578909
-57.676445,21,14.624624
-92.61061,48,14.71468
-60.128334,13,14.760754
-55.23284,5,14.790522
30.446241,47,14.885728
-102.29482,45,14.962335
-89.86433,90,15.105758
-33.966652,134,15.295311
-207.07722,163,16.539236
25.271116,76,16.670231
-104.58355,39,16.734033
-210.4035,250,17.064889
-52.029587,6,17.093141
-25.523514,151,17.300339
-89.35496,37,17.360429
-70.360954,18,17.397605
-59.417015,9,17.423516
29.79015,58,17.527303
-137.16476,179,17.774549
-50.92854,3,17.794148
-79.87444,33,17.855053
-344.62585,248,18.195604
-63.049473,15,18.231748
-61.27208,10,18.26372
-167.99786,100,18.413189
-55.495785,9,18.454277
-98.49347,47,18.548547
-98.434364,87,18.696198
-276.10925,213,19.033274
-109.275314,44,19.118036
-277.449,250,19.508496
-60.6715,16,19.546477
-67.194565,22,19.594424
-36.03196,138,20.930448
-31.209885,116,21.190245
-53.188637,12,21.230382
-213.05081,250,21.631295
-69.33168,32,21.691651
-68.47456,24,21.740116
26.366749,63,21.839034
-57.26124,7,21.865134
-324.20288,213,22.144955
-126.9055,58,22.248495
-190.96521,194,22.517836
-199.32672,162,22.731951
-127.72612,218,23.058313
-195.62283,250,23.399466
-93.6868,57,23.490022
-160.89746,154,23.717757
-50.56503,3,23.740533
-271.06702,250,25.110064
-266.07086,250,25.518425
50.0,1,25.535761
-218.37817,250,25.89024
-213.41364,250,26.327913
-99.286865,52,26.424192
-52.14784,4,26.443537
-81.36588,38,26.516977
-185.81593,250,26.877973
-54.59807,8,26.903146
40.728935,27,26.951936
-66.94324,13,26.983835
-13.304264,149,27.194048
-266.72513,250,27.556691
-74.224724,25,27.605894
-225.96025,203,27.897485
-11.2112465,104,28.044828
-155.19968,181,29.359203
-55.261272,6,29.382174
-167.7038,118,29.546809
-71.93106,45,29.629214
-149.85345,147,29.870779
-60.519173,12,29.903372
-25.545639,141,30.110604
43.448986,17,30.153231
-106.450096,72,30.268387
-270.45825,250,30.700549
-207.09006,250,31.282075
-109.22408,118,31.651678
-61.709255,12,31.709583
-57.48387,14,31.775865
43.831528,13,31.834953
-61.046535,11,31.90335
49.158577,4,31.939906
-236.72914,250,32.442586
-97.94273,52,32.557424
-143.70383,78,32.732089
-70.918,18,32.788873
-84.308945,23,32.843857
-84.18683,28,32.922717
-72.92512,37,33.031186
-52.480644,4,33.058014
-136.6688,126,33.289685
-115.50916,83,33.431635
-75.01628,37,33.504612
-62.450985,16,33.554042
-174.69452,189,34.953655
-57.84441,10,34.98146
-83.17184,29,35.041793
-110.98181,55,35.145824
-60.997124,22,35.200086
-97.40367,63,35.328764
-55.985844,7,35.363008
-154.41425,95,35.556116
-77.4534,21,35.617129
-5.693569,90,35.774673
-303.4729,221,36.08937
-118.18578,76,36.204975
-74.778305,22,36.26826
-128.48154,106,36.521412
-91.96138,61,36.673176
-62.37765,43,36.806413
-163.21136,250,37.252188
-278.97476,250,37.597753
-66.09627,42,37.678634
-92.72637,61,37.785699
-81.52754,46,37.894095
49.9,2,37.913572
-60.07203,21,37.970181
-112.46727,78,38.090217
34.65732,35,38.156236
-157.80228,185,39.44516
-237.15001,168,39.691756
-125.520645,142,39.912711
-41.66104,168,40.154769
-60.116814,17,40.192256
-195.7047,146,40.433839
-85.445175,53,40.535987
-62.716827,34,40.6011
-216.72261,204,40.924574
50.0,1,40.953012
-52.03701,4,40.994896
-105.7782,63,41.117262
-213.18005,250,41.47698
-87.66966,28,41.529992
14.759308,88,41.672384
-90.01606,44,41.745273
-61.591526,20,41.792899
-96.520805,37,41.865688
-62.50568,18,41.907018
-53.663403,6,41.935109
-126.854,127,42.128794
-65.4834,13,42.169776
-82.6578,54,42.253427
7.8504753,88,42.397253
-317.26514,239,42.740923
-57.513607,7,42.765728
1.2416115,104,43.883632
-215.71779,250,44.370071
9.868408,88,44.532583
-278.0374,230,44.871721
-104.27464,83,45.005441
-25.759148,111,45.164072
-65.37752,12,45.193169
-262.26535,250,45.57165
-270.93015,250,45.912791
-245.28903,250,46.29285
-113.3862,132,46.476722
-68.852936,17,46.519525
-203.37383,250,46.858139
