#{"t_start": 1768476179.0128696, "env_id": "None"}
r,l,t
-134.7357,182,0.395713
-160.11139,110,0.586975
-99.592255,81,0.74095
-60.739033,14,0.786007
-105.90876,75,0.912724
-185.59447,190,1.304407
-102.48541,57,1.406003
-176.01895,110,1.609378
-183.31367,177,1.924888
-64.06146,36,2.026113
-190.93738,250,2.503925
-205.7062,181,2.771647
-55.016636,7,2.801272
-73.46504,18,2.843645
-117.17023,97,2.992239
-52.5,3,3.014477
-86.22933,135,3.219979
-106.47116,59,3.339626
-235.10852,167,3.615482
-67.09691,51,3.705796
-67.52181,15,3.755801
-72.266785,23,3.8212
-63.14646,13,4.73027
-232.015,158,4.975655
-182.96445,150,5.195592
-158.17758,179,5.46583
-191.14172,207,5.814996
-345.0027,250,6.220419
-85.24861,66,6.32521
-242.95435,212,6.638388
-129.4445,250,7.054238
-144.2099,124,7.248042
-209.95024,250,7.608196
-172.78758,126,7.83076
-204.79208,250,9.041612
-97.31854,104,9.232465
-121.312935,92,9.419835
-54.952145,11,9.457154
-60.737076,18,9.500842
-72.72901,34,9.568517
-59.92578,9,9.601773
-85.94202,35,9.676432
-71.419785,53,9.770779
-127.31252,250,10.225208
-146.65942,165,10.483202
-205.10347,161,10.723938
32.83989,49,10.814218
-157.50032,134,11.038881
-81.79077,33,11.104948
-57.23514,7,11.135048
-62.989357,12,11.170156
-151.05661,225,11.507898
-3.248207,171,11.772573
-85.39656,60,11.877186
-57.47388,13,11.91342
-205.19675,250,13.202545
-141.60413,120,13.399066
-238.97374,250,13.771643
-117.81707,143,13.998306
-196.26953,250,14.382275
-194.7343,104,14.589972
-93.153564,56,14.687305
-229.06949,250,15.078119
-85.98455,43,15.156764
-56.03931,7,15.183089
-109.86731,113,15.366273
-195.29472,163,15.618168
-217.56586,250,16.040474
-55.893265,15,16.086684
-102.68005,250,16.487159
-55.769993,8,16.517402
-160.60852,85,17.62613
-74.88812,51,17.728513
-118.527054,55,17.874413
-73.18111,57,18.003547
-242.38124,250,18.410286
-205.54239,250,18.789572
-182.52649,250,19.244632
-105.89922,60,19.353031
-114.62655,55,19.455683
-53.763035,9,19.486282
-102.97414,111,19.675379
-54.5671,5,19.701579
-174.77963,125,19.902423
-64.73025,12,19.943634
43.57522,29,20.009044
-87.2695,64,20.122919
-61.60811,29,20.181633
-64.00048,17,20.251863
-245.33954,250,20.647574
-91.160706,50,20.736194
-59.58173,8,20.763076
-286.56537,250,22.108286
-132.12146,236,22.516794
-180.54736,134,22.741969
-69.793686,23,22.794302
-168.01485,116,22.983861
-62.492695,10,23.016795
-277.43347,250,23.407941
-102.50951,65,23.555129
-120.61756,89,23.71675
-189.92882,164,23.992824
-81.73117,28,24.058159
-52.63006,8,24.087457
-193.7866,250,24.490531
-73.477005,26,24.547187
-87.13458,53,24.651591
48.146336,10,24.68298
-174.29242,250,25.08063
