#{"t_start": 1768409142.2621608, "env_id": "None"}
r,l,t
-54.740597,11,1.919867
-395.8358,365,2.823786
-76.32147,55,2.963699
-54.513332,6,3.006269
-54.05891,6,3.046382
44.496494,11,3.120187
-107.55094,84,3.287274
-108.43776,65,3.419347
-91.50114,58,3.531002
-65.67281,26,3.608899
-30.892464,132,3.828203
-57.958443,8,3.876447
-63.73276,14,3.92905
-103.92618,38,4.022259
-71.62948,27,4.097334
-64.92905,12,4.149752
25.063797,69,4.292865
-179.00343,122,4.856818
-515.77734,443,5.601986
10.671593,103,5.761219
-63.5894,13,5.807262
-185.49,138,6.038425
-62.930542,15,6.074314
-180.68033,97,6.222428
-71.53783,27,6.270509
-115.88736,118,6.847224
-491.95706,533,7.6997
-697.4596,480,8.750837
-60.2584,23,8.804428
-52.510647,3,8.827225
-320.76248,293,9.302524
-297.65607,248,9.797079
-93.79292,49,9.875169
-147.78821,134,10.08481
-84.2943,34,10.139989
-55.27863,10,10.176246
-132.99881,109,10.342754
44.524246,14,10.375254
-54.7258,9,10.40572
-85.57008,48,10.485737
-59.027924,10,10.513323
-111.45665,52,11.067045
-60.47405,22,11.120126
7.3535614,103,11.283749
-88.15645,191,11.583054
-159.65735,115,11.852535
49.4,2,11.879643
-95.635345,39,11.958742
-73.26259,25,12.017558
-54.77929,5,12.041549
-52.263016,3,12.061707
-113.03275,117,12.24551
41.60737,41,12.314996
-118.78212,75,12.434069
-20.491714,157,12.66251
-369.42914,333,13.54605
-113.206375,80,13.679731
-138.63672,101,13.833971
-22.884499,135,14.097217
-76.70381,24,14.150612
-137.36943,71,14.266675
-62.2424,19,14.310737
-248.84615,175,14.576984
-137.3154,124,14.758177
-206.11534,177,15.628175
34.428654,41,15.753493
-710.82117,701,17.337419
-174.4174,193,18.126633
42.83754,21,18.176645
-102.73982,90,18.332398
-152.05574,186,18.716083
-73.770065,18,18.763366
-4.2500114,120,18.954469
-400.85913,255,19.357096
8.376442,81,19.477894
-188.35378,166,19.728214
-121.12617,82,20.444005
-79.37928,68,20.616638
-176.56508,110,20.874108
-226.87915,181,21.206663
-93.64424,86,21.348058
-159.21027,166,21.616791
-54.59543,5,21.641634
-173.99683,134,21.91017
-174.22035,102,22.069073
-128.7254,180,22.724832
33.548615,72,22.841655
-161.55891,201,23.198691
-57.11686,9,23.225917
-87.623276,37,23.293698
-52.406,4,23.316895
-68.71899,14,23.349136
-117.96509,181,23.613736
-140.93434,115,23.809483
-123.0689,76,24.120269
8.946453,108,24.405565
-156.64462,101,24.611674
-68.61087,13,24.648703
-232.15472,207,25.405018
-82.59372,53,25.502391
-160.54485,169,25.74924
-110.2366,83,25.905888
16.771267,48,26.002823
-51.281258,6,26.02663
-96.513535,66,26.132964
-69.51308,22,26.181337
-313.86038,376,26.697192
-81.92,65,26.802512
-17.853249,129,27.4104
-196.00717,235,27.837822
-14.645111,135,28.143945
-240.15387,314,28.665834
-96.1606,48,28.750902
-99.20036,129,28.957371
19.688824,85,29.50515
-91.595566,77,29.635797
-92.25189,253,30.121962
47.775734,9,30.154245
-90.59729,62,30.356218
-71.693184,183,30.742263
-55.34071,19,30.793317
43.272717,20,30.850213
-71.1606,31,30.911193
-187.72507,146,31.146971
43.40527,15,31.186943
-72.02912,23,31.248629
-221.53462,249,32.116013
36.394104,35,32.182681
-108.86019,139,32.396477
-71.76585,20,32.447846
10.714245,88,32.581591
-73.7899,21,32.635603
-152.54977,113,32.827872
-157.05988,140,33.036388
-172.99289,201,33.317828
-65.119225,28,33.371596
-126.120605,231,34.07111
