#{"t_start": 1768412504.5001082, "env_id": "None"}
r,l,t
-136.34525,182,3.360645
-174.0459,165,3.628186
-59.87106,13,3.681106
-52.40711,4,3.724276
-60.125557,14,3.780035
-6.547783,127,4.011908
-112.177795,55,4.183094
-136.93765,73,4.334125
19.584743,58,4.455008
-51.265686,3,4.49752
-102.19946,207,4.833725
-84.66701,31,4.915916
-52.098984,4,4.957494
-53.960827,4,5.013647
-91.52321,63,5.137953
-61.411522,9,5.187552
49.75858,3,5.230485
-368.4462,279,6.140997
-401.62796,306,6.665992
49.75858,3,6.689088
-68.41884,15,6.755951
-73.70476,22,6.833177
-69.761856,18,6.903918
-183.37563,112,7.125858
-242.10707,237,7.535793
-713.7542,718,9.784933
-414.19366,624,11.521456
-178.82585,102,11.702557
-59.204506,23,11.760226
-58.63842,7,11.785452
-611.76715,788,13.400994
-64.34041,20,13.456434
-153.517,146,13.692722
-57.967915,11,13.724468
-8.537689,85,13.864039
-51.322678,5,13.888341
-146.26111,110,14.077679
-56.408207,15,14.115878
-52.914467,6,14.143748
-61.84498,15,14.177486
-221.9194,310,14.631714
-55.49138,6,14.655974
43.757484,25,14.703785
50.0,1,14.721293
-31.309402,170,15.374215
-95.949265,189,15.86978
50.0,1,15.90049
-98.19694,44,16.020906
-60.80963,12,16.070595
-115.621925,56,16.21929
-61.703876,13,16.258601
-69.44183,62,16.372236
-198.48909,278,16.758296
33.448235,35,16.823063
-63.069572,34,16.891979
-61.542522,18,16.938064
-143.26602,126,17.145535
-130.85693,66,17.253728
-64.209694,34,17.730822
-83.59641,52,17.869082
-123.448875,48,17.960648
-58.424274,14,17.999802
-81.43535,36,18.071193
-282.3713,332,18.578705
-65.26384,19,18.626715
-301.3213,252,19.002784
-109.08438,75,19.12192
-189.66238,227,19.797908
-63.11424,22,19.842773
-63.4596,14,19.878255
-111.10654,87,20.076891
-78.61063,23,20.156128
-87.757126,100,20.35093
-62.313824,11,20.382294
-114.253174,124,20.588707
-109.86235,61,20.700452
-75.60844,34,20.774029
-51.2,3,20.795866
-163.62895,85,20.931406
-262.80283,210,21.248155
-52.484818,5,21.271609
-89.668655,59,21.364644
-64.42574,14,21.398532
-102.691284,46,21.481152
-65.55645,16,21.526776
38.84327,45,21.611509
41.923267,36,22.059827
-75.92871,54,22.190779
-71.40517,31,22.250978
-102.09541,53,22.392027
-126.7262,115,22.593642
-78.06176,22,22.644675
-182.83365,116,22.855552
-54.84813,12,22.891029
-290.88425,269,23.286857
-235.6792,289,23.71039
-83.19144,27,23.763823
-193.00337,102,24.317295
-187.1945,147,24.554218
-56.95047,10,24.600195
-54.805527,7,24.653847
-80.843765,56,24.837914
-71.02328,21,24.901602
-61.17727,28,24.966813
-277.78528,340,25.619513
-130.61649,84,25.774302
-60.860054,19,25.82647
-273.864,248,26.649241
-84.940315,32,26.710215
-158.56833,108,26.912781
-73.07869,24,26.993755
-180.1319,193,27.318771
-76.83334,30,27.379425
-115.5879,132,27.597151
-134.32056,243,27.951275
14.678757,56,28.051457
38.607822,34,28.140701
49.0,4,28.170724
26.157125,47,28.262051
-84.862976,45,28.346558
42.95858,16,28.387239
36.993534,36,28.455866
-94.80337,106,28.981031
-57.01245,8,29.012659
-52.686356,5,29.036429
-455.77646,423,29.720789
-72.52608,29,29.789667
-177.35062,197,30.087129
-96.599045,96,30.239916
-85.15294,33,30.300561
-93.17705,52,30.393063
-90.00333,42,30.463761
-158.60876,115,31.007345
-282.75107,279,31.433856
-258.58228,324,31.907526
-82.45755,57,31.99015
-62.706482,11,32.020557
-453.13766,636,33.266109
42.501804,20,33.313124
-114.442566,91,33.488749
-149.93655,122,33.741004
-63.854,12,33.779009
-70.31545,36,33.843998
-90.284744,49,33.926971
-275.99356,299,34.359232
-60.29937,9,34.387506
-182.17711,363,35.281276
-66.256195,128,35.480772
-65.14871,24,35.532501
-795.2393,689,37.028144
-103.96553,70,37.160658
-64.24568,38,37.231834
-204.68648,260,37.628833
-174.67795,136,37.882774
8.916332,70,38.030014
-71.95635,20,38.103039
-236.96112,133,38.491277
-162.61343,130,38.746676
-61.18293,38,39.459577
-68.87603,24,39.525492
-211.23581,260,40.078377
-81.2328,70,40.237463
-1463.0677,1577,43.763751
-126.40261,112,44.483505
0.91739655,119,44.681072
-1184.268,1740,48.916252
-112.09851,46,49.014602
-122.08609,82,49.205042
-1646.1108,1641,54.496277
-110.5728,69,54.685208
-106.916374,49,54.805242
-326.8086,546,56.96618
-402.11942,236,57.510137
-283.49017,517,58.626137
-282.97748,408,60.110165
-103.4105,65,60.260134
-42.063927,120,60.4725
-160.41934,172,60.756842
-98.68571,48,60.861968
43.422626,23,60.917961
-364.28845,896,62.944201
-173.34111,154,63.211879
49.7,3,63.235223
-201.27084,231,64.226931
-123.516075,115,64.462082
49.9,2,64.485587
-165.85501,250,64.903837
15.232689,71,65.025154
45.72575,13,65.063973
-54.524673,7,65.093438
-57.8898,10,65.124404
-93.1127,127,65.330449
-348.2899,297,65.846507
-51.36619,3,65.872389
-55.341576,8,65.904196
-95.66463,72,66.035269
-85.443146,82,66.578805
-107.74916,71,66.694201
-122.055824,106,66.890005
-51.42341,3,66.915606
-327.20102,278,67.480458
6.5568504,59,67.597945
-53.843685,4,67.628547
-74.09526,54,67.742302
-60.052376,15,67.785542
-55.044426,11,67.820544
-104.31151,72,67.933297
-54.916695,9,67.964424
-53.553123,6,67.994207
-91.41978,92,68.287134
-95.214874,42,68.416217
45.037033,16,68.457046
21.582045,53,68.561235
-171.50606,185,69.367625
-85.28266,36,69.452506
-51.961926,4,69.48177
-124.50919,95,69.665653
25.963331,72,69.833219
31.407406,27,69.932929
-83.10202,57,70.16317
45.232643,15,70.224953
-72.66297,16,70.353364
-78.32887,38,70.489379
-11.614334,89,70.651956
-130.48169,217,71.030169
-96.08266,88,71.198977
-57.932713,8,71.233022
-63.048786,26,71.298603
-58.365517,11,71.338875
-53.159733,5,71.365223
-58.19846,19,71.414412
-59.2752,28,71.478832
37.45044,23,71.533422
-64.69331,23,71.597435
-855.9345,1068,75.15004
-60.448776,16,75.225583
-85.05038,80,75.518147
-88.29218,55,75.717888
-60.632782,21,75.906257
-757.4504,678,77.279576
-105.14711,112,77.556126
-72.515274,23,77.625435
-82.218376,59,78.444567
-235.75015,311,79.246319
-131.46815,119,79.501471
-52.175026,4,79.528789
-56.26133,9,79.588806
42.161346,25,79.723396
-441.16327,596,82.090835
-25.051598,118,82.400686
-82.734146,35,82.515121
28.379223,45,82.681852
-111.398026,106,83.038531
-65.956696,12,83.102673
-101.9232,110,83.462121
-161.52518,356,84.766572
-367.46664,563,87.464381
-89.06206,40,87.587644
2.976715,62,87.828382
49.5,1,87.846483
-180.36893,163,88.199188
-22.126366,101,88.412377
-137.07681,146,88.69468
-237.16016,304,89.76073
-67.60658,46,89.850381
44.560337,19,89.902752
-117.72533,115,90.109888
16.678326,53,90.198963
-65.68503,39,90.274042
1.301815,120,90.443468
-165.40259,228,90.812929
-188.6823,129,91.060474
37.860336,27,91.121504
-96.55936,51,91.237428
14.830925,50,92.337093
-130.80075,71,92.534135
-54.486183,5,92.576587
-28.059479,94,92.868528
34.730125,38,93.012283
-76.29652,32,93.130376
-59.06077,9,93.190819
-53.84988,4,93.228343
48.35213,10,93.27402
-54.671616,6,93.346182
-61.76791,12,93.394706
-1478.3108,2279,98.418618
-81.85676,67,98.561981
35.88276,34,98.626709
50.0,1,98.649874
-59.956264,11,98.699585
-79.422455,60,98.826138
-66.52196,30,98.905506
-64.48797,21,98.963146
-67.02288,18,99.016106
-90.992485,42,99.10919
-89.0663,42,99.208799
