#{"t_start": 1768416173.006852, "env_id": "None"}
r,l,t
-265.52582,305,0.666934
-85.87082,78,0.800594
-51.265686,3,0.822914
-75.66957,65,0.938937
-54.360752,9,0.975575
-75.35545,85,1.145964
-60.763176,17,1.194522
-150.56215,117,1.436873
-90.396866,86,1.600466
-75.639694,88,1.754205
-125.45496,140,2.071815
-63.8723,18,2.123478
-82.13753,72,2.814476
0.25977707,72,2.94906
-75.71191,48,3.056275
-52.5,3,3.078843
-66.30585,43,3.172777
-101.246414,57,3.277624
-165.28976,161,3.543294
-73.08707,98,3.712597
-54.32005,5,3.738413
-51.9,3,3.765353
-75.08274,45,3.847481
-166.01477,94,4.036478
-119.80356,88,4.246393
20.668095,58,4.35985
-103.59635,103,4.545749
-135.36691,129,5.262656
-55.940998,17,5.311124
-61.00025,10,5.343222
-111.01875,91,5.496232
-191.97615,249,5.892046
-76.5439,72,6.016979
-55.665047,9,6.05732
-87.22333,59,6.186636
48.276394,8,6.222026
16.36552,45,6.316443
-63.187035,32,6.417726
-59.960026,30,6.50417
-51.318176,3,6.52738
-31.316673,180,6.915262
-51.900654,3,6.940466
-56.67981,34,7.044019
-102.75636,123,7.283379
-76.97947,59,7.895755
-8.57222,82,8.058517
-55.17621,16,8.105508
-73.9187,24,8.162089
-55.060898,6,8.18816
-61.22824,11,8.223421
-92.82876,68,8.357306
-68.8517,34,8.431416
-93.30347,104,8.617383
44.317272,19,8.665985
-61.37676,17,8.729234
-51.42341,3,8.75947
-55.144855,9,8.805215
-117.15178,85,8.969479
-60.744747,29,9.038858
-145.23997,393,9.906798
-58.533787,7,9.938656
-57.300354,12,9.973979
-93.22897,44,10.067943
-162.53743,179,10.867816
-65.54912,23,10.924303
-194.61064,269,11.465315
-102.91499,79,11.756224
-72.091705,47,11.85337
-51.688637,6,11.880176
-318.30734,433,12.620027
-83.84979,60,13.214924
-52.43607,3,13.244531
48.752785,6,13.287332
-78.411575,25,13.366433
-80.57864,65,13.503439
-110.64688,93,13.691551
-69.54186,27,13.77232
-172.91418,215,14.157777
-57.455894,7,14.189222
-36.530243,191,14.515778
-55.97092,16,14.561643
-67.71436,38,14.638413
-54.521053,5,14.664686
-54.511765,6,14.692281
-68.25561,17,14.74683
-57.44323,25,14.827271
-59.997593,36,14.910807
-51.950752,5,14.940903
-54.43309,7,14.976617
-81.094894,32,15.086206
-51.265686,3,15.121243
-52.43607,3,15.148601
-92.10605,48,15.244749
-51.40645,4,15.275631
-89.13754,84,15.444037
-134.65059,371,16.650741
-152.52824,119,16.892512
-56.65096,6,16.934002
-83.74109,61,17.063159
-114.72909,125,17.294909
-62.468872,23,17.356817
-89.11278,60,17.492722
-52.097366,3,17.524466
-111.27867,116,17.769913
-112.607635,82,18.05145
-51.65602,3,18.091507
-57.1414,12,18.141309
-66.88827,58,18.366889
-65.62622,19,18.424407
-180.15805,175,18.750981
-61.413074,15,18.796101
-87.554016,76,18.945554
-51.727337,3,18.969345
-146.26581,193,19.305021
