#{"t_start": 1768423466.0471992, "env_id": "None"}
r,l,t
-236.13469,480,1.716683
-73.68016,47,1.910912
-96.9805,116,2.249158
-242.86223,440,3.429096
-56.687447,38,3.584529
30.121992,115,3.92768
1.6273079,164,4.750374
-73.341995,31,4.902546
16.707172,111,5.27241
19.988382,113,5.628276
49.494812,39,5.799125
-172.51088,308,6.702276
2.613865,159,7.941243
-14.719208,113,8.315964
-71.443535,330,9.26079
-111.82616,118,9.632381
-19.285942,227,10.326226
8.833248,83,10.607554
-67.09836,29,10.766989
6.8210793,183,11.342415
-47.708145,162,11.774551
-74.31639,62,12.009892
-99.174576,138,12.449778
-19.423698,166,12.988716
37.453804,49,13.168598
-5.3617516,145,13.605976
-72.5639,68,13.843072
-38.93109,182,15.210763
-55.735516,13,15.31127
2.7110329,97,15.635987
-16.956566,156,16.09022
-57.029312,12,16.189635
19.05749,79,16.448363
-56.518143,12,16.551052
-16.67379,142,16.979733
-64.01704,40,17.158821
21.56847,97,17.522906
-54.70076,18,17.641145
36.42021,78,17.925753
-102.528145,166,18.399145
-106.31549,365,19.427415
-70.05906,76,19.701244
54.015625,29,19.846169
46.598465,17,19.956556
34.18482,74,20.206922
-59.025665,303,21.070724
-67.5041,26,21.234417
-106.598526,147,22.520346
-65.3461,20,22.649343
-92.548485,79,22.912436
-227.58255,383,24.25652
-67.95674,47,24.456976
59.399998,9,24.544395
37.577477,70,24.837075
-30.877068,243,25.562919
-97.4494,80,25.857514
-85.52742,53,26.083886
-101.24222,101,26.408994
-75.764114,60,26.659327
-33.75193,222,27.32948
-52.794636,3,27.401487
-110.7601,111,27.759373
-62.42639,16,27.873827
-78.396355,67,28.127315
-83.77641,41,28.554118
25.386982,97,28.850135
-62.052628,46,29.044824
-130.4173,245,29.751471
-105.51425,683,32.02869
-50.536774,299,32.8876
-57.208344,17,33.005233
-97.71259,99,33.358374
44.72145,59,33.571551
-109.98157,143,34.047193
-72.942604,396,35.456621
-3.1097107,98,35.767189
-84.92583,75,36.030087
43.17247,59,36.264923
-73.942955,35,36.435397
10.312206,109,36.796523
-70.84638,50,37.817647
13.804363,131,38.271165
-3.5020523,145,38.724763
-77.08704,85,39.010076
-95.33327,94,39.371757
-34.530273,285,40.251167
39.636337,77,40.522029
-61.759254,42,40.712423
-75.162254,58,40.971354
-107.532715,150,41.451954
-124.5748,117,41.846205
-170.19571,243,42.544639
-89.330444,109,42.938891
35.118927,67,43.251697
7.6025505,123,43.704537
19.673893,99,44.047885
-4.2723045,105,44.425984
-54.12114,4,44.518503
-57.62982,10,44.632771
-67.734535,31,44.798437
-62.54001,22,44.930774
-84.25131,54,45.924177
-94.8914,50,46.170296
48.9,4,46.245167
-82.932686,59,46.471925
3.670868,120,46.874296
-82.48541,71,47.135585
44.401993,60,47.368838
1.7302628,124,47.757287
-33.486115,162,48.24093
-30.850395,168,48.776058
43.89029,45,48.986193
-78.14294,67,49.229599
-10.785278,201,49.848068
-51.778183,314,50.766091
-16.652,155,51.311057
12.023228,126,51.721727
50.0,2,51.794616
0.94039917,139,52.225872
-112.41452,109,52.566638
50.0,2,52.636489
2.0534744,194,54.052897
24.963223,98,54.374469
-83.36973,87,54.641739
-77.29336,289,55.31774
-69.84544,24,55.453289
-101.32509,89,55.775601
-40.799606,297,57.098173
40.21527,51,57.825201
-142.52097,157,59.012428
48.392418,39,59.21331
-18.005585,182,59.876649
-89.80858,46,60.07986
-161.99146,169,60.684409
-155.41162,286,61.494048
-75.7652,89,62.702489
-71.1635,44,62.892228
-55.23758,271,63.693821
-29.378853,254,64.574332
-81.085495,90,65.134284
-86.070816,70,65.525435
-160.8787,147,65.995467
-187.19583,341,66.975456
-63.63582,27,67.127744
-85.28737,39,67.336356
-99.83646,162,67.842189
23.392452,123,68.258929
36.80056,60,68.496451
-129.90166,148,69.022135
16.021095,99,69.357255
25.27627,105,69.727978
50.0,2,69.800933
-242.10326,571,72.198242
-58.154182,11,72.301003
-133.26779,133,72.68843
-57.063034,9,72.793628
-94.2056,84,73.086371
-65.547966,43,73.267355
46.7628,51,73.512401
-63.622894,44,73.702522
-51.248417,3,73.774216
-81.45165,66,74.041551
-63.51123,33,74.199817
-128.1827,118,74.622491
27.145393,85,74.943054
-85.73,83,75.273296
-7.2214165,164,75.808171
-61.219444,16,75.913687
34.461758,62,76.151745
12.62191,167,76.683871
-95.13381,49,76.873284
16.502144,88,77.197055
-116.17437,149,77.70079
35.645817,81,78.848855
31.031872,77,79.129216
-76.69673,80,79.401186
-67.40682,358,80.508542
-62.73529,28,80.679031
-61.096577,45,80.932885
-24.262405,244,81.73582
27.819355,95,82.056434
-75.46547,44,82.233536
-85.176315,399,83.462804
-55.097622,42,83.662726
39.14727,59,83.916234
50.0,1,84.013113
-104.12475,129,84.420149
-78.30518,66,84.706058
32.918816,77,84.991616
-73.05434,59,85.256571
-54.256783,6,85.341506
37.021027,62,85.601946
-65.701935,410,87.715903
-136.61948,122,88.113065
-173.13695,186,88.677018
29.696281,92,88.985635
-116.896866,185,89.653568
36.599663,60,89.90414
-72.244286,317,90.844209
-96.10463,156,91.326288
32.06717,78,91.639028
-96.32698,109,92.036529
29.803226,62,92.277015
48.61628,45,92.451135
-58.76613,41,92.628984
-84.04993,94,92.965946
-69.02464,31,93.125566
26.454792,73,93.380042
-89.44939,59,93.755238
-136.75641,293,97.110564
-89.11371,107,97.487177
48.615944,35,97.654703
17.3284,100,98.009423
-74.25873,53,98.235803
-6.7422676,151,98.75251
-120.99376,155,99.240426
-45.32669,211,99.895168
29.935617,72,100.146509
-79.19715,40,100.321234
48.824123,33,100.488333
19.251198,93,100.805345
-198.53575,204,101.455877
-74.529465,62,101.73372
-67.32423,319,102.675673
5.2176666,111,103.076891
45.712067,55,103.322433
-64.535355,61,104.483677
-20.58992,186,105.096539
-63.855774,55,105.339005
32.058617,90,105.66228
-84.91265,87,105.984585
51.53841,37,106.204582
2.974617,87,106.484959
-9.817177,191,107.104506
-41.628548,300,108.068582
28.771929,102,108.464955
52.178234,24,108.605548
-57.805027,23,108.739844
42.43422,46,108.949052
26.482147,125,109.364755
3.669258,214,109.970479
-90.27834,39,110.136867
-7.293251,210,110.784229
-71.5205,21,110.921056
13.38084,141,111.421435
-87.77826,53,112.453851
-66.96095,27,112.60871
42.514053,52,112.841739
28.677694,87,113.166389
18.934729,83,113.481949
-7.697315,117,113.896182
40.43504,51,114.143512
34.514675,50,114.368966
-91.25926,67,114.629999
-90.0401,150,115.135061
59.4,8,115.231022
10.296753,131,115.689329
-57.10431,11,115.789201
-61.843174,17,115.91045
50.0,1,115.986942
19.902447,82,116.297208
-8.749382,152,116.835542
14.6444435,156,117.351003
50.940704,45,117.586485
28.703568,84,117.914886
55.139076,24,118.056832
34.647858,67,118.321658
-66.544136,395,119.584829
55.609177,30,119.755608
49.100452,33,119.924271
-97.25632,119,120.337945
-52.169773,3,120.436661
-0.8361931,155,121.886431
-114.48157,181,122.494236
28.573486,61,122.760927
-100.06048,130,123.23268
28.444893,54,123.469999
17.590912,75,123.784243
-66.257126,53,124.019135
-0.84400177,177,124.906442
28.990896,57,125.156908
-100.53334,141,125.666621
8.508419,208,126.371228
-58.901566,13,126.497607
34.505306,71,126.780165
-64.141365,49,126.993421
-92.57712,110,127.366719
29.404882,104,127.774447
49.0,4,127.865719
-77.12953,45,128.092541
22.504433,116,128.498287
-109.577324,127,128.978698
31.386818,74,129.263784
-158.5777,217,130.77036
-72.17397,73,131.076681
-61.04554,45,131.275615
24.110611,119,131.685206
-59.51094,54,131.904583
58.911366,10,132.030359
-109.40441,140,132.526908
-102.250145,126,132.957062
-61.692024,38,133.166609
-102.78343,129,133.645881
-49.50396,286,134.988692
20.883558,95,135.469747
-76.53941,44,135.731487
-65.967735,24,135.912686
-101.37821,134,136.513281
-275.80023,362,137.906498
29.34344,65,138.232808
-69.29195,31,138.469788
21.587425,113,140.723576
-58.18524,24,141.018911
13.2029915,106,141.549192
18.187769,85,141.916471
52.049023,25,142.080958
50.0,1,142.192342
-79.148285,333,143.656812
15.182915,146,144.292266
-88.58564,121,144.907358
39.11521,56,145.17084
51.154274,32,145.381542
-75.25731,52,145.698282
-59.628056,43,146.00267
29.326479,64,146.333765
17.961063,89,146.755344
-79.04968,80,147.127237
21.038889,119,147.646442
55.163494,17,147.813076
21.685385,105,148.286885
23.978529,88,148.712549
-70.00601,70,149.101056
35.10552,53,149.335321
9.894413,116,149.754426
-70.28252,49,150.005755
-152.98273,187,151.82369
21.361576,87,152.210427
-594.3833,1533,157.846983
