#{"t_start": 1768421052.0658398, "env_id": "None"}
r,l,t
-136.34525,182,3.76645
-174.0459,165,4.071888
-59.87106,13,4.126888
-52.40711,4,4.169782
-60.125557,14,4.235482
-6.547783,127,4.497705
-112.177795,55,4.631951
-136.93765,73,4.77835
19.584743,58,4.907472
-51.265686,3,4.950805
-102.19946,207,5.335287
-84.66701,31,5.422026
-52.098984,4,5.464073
-53.960827,4,5.512914
-91.52321,63,5.652873
-61.411522,9,5.703146
49.75858,3,5.746172
-810.28,697,7.364862
-333.0763,303,7.887681
-166.26672,241,8.641155
-316.6682,374,9.253467
-55.730965,8,9.281494
-77.976036,29,9.349855
-112.210464,58,9.472652
-316.47614,426,10.980797
-552.0103,770,12.647005
-339.8892,371,13.658816
-177.9101,91,13.823416
-50.665028,4,13.846466
-164.63527,287,14.328069
7.6396103,91,14.514545
-104.31932,65,14.630996
-135.50706,161,14.881458
-76.33075,33,14.945977
-155.37482,159,15.617257
-59.175697,24,15.665936
-325.1734,324,16.211981
32.846474,39,16.286643
-20.23304,123,16.502189
-115.58042,82,16.667565
-237.9067,315,17.192656
-119.62826,62,17.709676
49.51716,5,17.740089
-526.83496,559,19.036956
-172.02554,224,19.406446
-78.17085,41,19.484673
50.0,1,19.50719
-83.146095,26,19.569744
-95.95082,49,19.667269
-79.70467,23,19.718367
-70.01718,196,20.46614
-103.50029,108,20.650627
47.015625,13,20.690348
26.890423,48,20.809626
-84.46614,97,20.983878
-89.266556,48,21.074231
-67.77023,30,21.156494
-134.32858,171,21.449192
-81.570885,59,21.552104
-22.363983,116,21.738564
-54.773422,4,21.759115
-69.15788,26,21.812014
-95.55997,44,21.896049
-91.33586,78,22.033687
-66.697845,22,22.085438
-328.11633,219,22.932669
-97.55847,57,23.045709
-100.33052,81,23.181818
44.445953,14,23.219963
-56.936478,9,23.252086
-62.951344,17,23.291121
-93.66881,35,23.3722
-945.996,703,25.0303
-123.35974,60,25.139964
8.562912,83,25.273943
-27.833878,96,25.436697
-90.63186,50,25.529465
-101.72209,104,25.746426
-104.42438,42,25.82539
-73.0802,42,25.914451
-70.5118,56,26.018914
-52.50645,11,26.051795
-59.52095,10,26.084572
-78.23172,28,26.148475
-59.41963,10,26.179342
44.015903,17,26.22064
-334.80438,332,26.74829
-104.54959,106,27.355385
-63.417843,17,27.403676
-89.74731,82,27.556394
-54.513863,7,27.58606
-105.758156,49,27.686218
-83.14535,36,27.79539
-70.05348,45,27.972528
-75.655426,30,28.049473
-73.460625,27,28.108966
-114.45076,99,28.292782
-67.34029,16,28.335305
-95.98475,57,28.44466
-166.85495,180,28.76835
-57.641117,14,28.810914
-84.184906,43,28.893111
-70.47851,18,28.934848
49.55858,4,28.963008
-108.5237,95,29.152249
-80.555176,35,29.243293
-62.958065,16,29.289503
-154.8634,136,29.961089
-200.62708,309,30.46065
11.283436,50,30.549531
19.292437,43,30.631579
27.86219,60,30.739815
