#{"t_start": 1768507699.1255116, "env_id": "None"}
r,l,t
-134.7357,182,0.516627
-160.11139,110,0.719742
-99.592255,81,0.871628
-60.739033,14,0.917574
-105.90876,75,1.073569
-185.59447,190,1.382231
-102.48541,57,1.491625
-176.01895,110,1.681683
-183.31367,177,2.064317
-64.06146,36,2.173161
-190.93738,250,2.681727
-205.7062,181,3.04586
-55.016636,7,3.074363
-73.46504,18,3.131697
-117.17023,97,3.304602
-52.5,3,3.326166
-86.22933,135,3.557475
-106.47116,59,3.701226
-235.10852,167,4.093153
-67.09691,51,4.20966
-67.52181,15,4.265985
-72.266785,23,4.333233
-63.14646,13,5.675396
-232.015,158,6.000887
-182.96445,150,6.335128
-158.17758,179,6.72906
-191.14172,207,7.178512
-345.0027,250,7.665121
-85.24861,66,7.795146
-242.95435,212,8.187035
-129.4445,250,8.62148
-144.2099,124,8.853989
-209.95024,250,9.345249
-172.78758,126,9.63235
-204.79208,250,11.41341
-97.31854,104,11.621074
-121.312935,92,11.840179
-54.952145,11,11.883292
-60.737076,18,11.94862
-72.72901,34,12.038148
-59.92578,9,12.082859
-85.94202,35,12.187639
-71.419785,53,12.395354
-127.31252,250,12.916492
-146.65942,165,13.280098
-205.10347,161,13.706701
32.83989,49,13.820122
-157.50032,134,14.090675
-81.79077,33,14.167509
-57.23514,7,14.199088
-62.989357,12,14.236853
-151.05661,225,14.624402
-3.248207,171,15.193539
-85.39656,60,15.450532
-57.47388,13,15.550691
-205.19675,250,18.257403
-141.60413,120,18.58668
-238.97374,250,19.247267
-117.81707,143,19.672374
-196.26953,250,20.288192
-194.7343,104,20.536243
-93.153564,56,20.713195
-229.06949,250,21.284534
-85.98455,43,21.387957
-56.03931,7,21.431771
-109.86731,113,21.699058
-195.29472,163,22.094388
-217.56586,250,22.570763
-55.893265,15,22.616915
-102.68005,250,23.08617
-55.769993,8,23.115877
-160.60852,85,24.50152
-74.88812,51,24.607713
-118.527054,55,24.710288
-73.18111,57,24.824154
-242.38124,250,25.247805
-205.54239,250,25.665407
-182.52649,250,26.212423
-105.89922,60,26.32576
-114.62655,55,26.43831
-53.763035,9,26.475767
-102.97414,111,26.67055
-54.5671,5,26.699331
-174.77963,125,26.949746
-64.73025,12,26.991121
43.57522,29,27.078842
-87.2695,64,27.212688
-61.60811,29,27.288352
-64.00048,17,27.370517
-245.33954,250,27.827012
-91.160706,50,27.927604
-59.58173,8,27.964056
-286.56537,250,29.330563
-132.12146,236,29.797619
-180.54736,134,30.052614
-69.793686,23,30.115344
-168.01485,116,30.352604
-62.492695,10,30.403746
-277.43347,250,30.881747
-102.50951,65,31.009497
-120.61756,89,31.173192
-189.92882,164,31.448446
-81.73117,28,31.512348
-52.63006,8,31.542958
-193.7866,250,31.968044
-73.477005,26,32.028567
-87.13458,53,32.131974
48.146336,10,32.164435
-174.29242,250,32.580751
-214.94487,204,32.988383
-138.77917,128,34.0783
-55.48012,24,34.143417
-215.96233,250,34.61282
-152.77039,200,34.958427
-77.62482,68,35.12746
-77.31142,37,35.213396
-126.8465,250,35.681315
47.0,10,35.715247
-175.78482,230,36.108978
-155.1845,250,36.527509
47.1,13,36.564664
-1.2739067,124,36.776267
-121.15353,81,36.933641
-132.29886,101,37.114107
-63.851166,21,37.17277
-96.7569,44,37.26428
-231.21227,189,37.64327
-101.375786,250,39.038218
-88.08415,69,39.190236
-151.36572,88,39.371493
-57.8407,23,39.439654
-109.17238,72,39.599373
-255.84813,204,40.017967
-66.03484,25,40.07902
-147.80193,250,40.653775
-57.97654,15,40.703578
-190.21237,250,41.120146
-164.61728,135,41.375849
-65.99045,47,41.467499
-170.95648,173,41.769337
-187.19945,169,42.122452
-138.94366,163,42.431834
-193.11116,241,42.888796
-123.67527,112,44.096041
-303.14078,248,44.623724
-128.88739,92,44.814043
-143.48036,250,45.310277
-143.36203,108,45.53646
-172.83203,165,45.987971
-113.01018,85,46.204181
-57.54917,13,46.282359
46.95858,13,46.347772
-142.72527,107,46.637182
-75.02439,26,46.728169
-278.32257,245,47.228876
-184.51627,198,47.677328
-82.93149,24,47.791801
-85.90869,35,47.886108
44.02589,25,47.967909
-126.79427,250,47.576789
