#{"t_start": 1768470555.4547896, "env_id": "None"}
r,l,t
-139.17264,183,1.824313
-95.295975,95,2.291996
4.6294136,126,2.898761
-56.885063,10,3.056216
-83.080246,122,3.625224
-104.93833,132,4.210059
-75.75638,68,4.593892
-95.76306,46,4.948781
-91.11464,118,5.445046
-103.649895,111,5.935232
-37.854042,225,6.921591
-19.71476,128,7.505677
-63.89605,57,7.816843
-31.24118,116,8.341798
-235.74315,414,10.071997
-83.202896,31,10.292165
-160.48734,261,12.307863
-79.4601,46,12.609143
-294.38394,749,15.443414
34.11525,94,15.956393
-102.12077,102,16.480282
-57.526592,8,16.63106
-59.086205,11,16.77847
-76.72971,26,16.987979
-66.76454,266,18.07448
-14.92704,196,18.978416
-69.7588,49,19.274046
-99.76565,45,19.533789
-52.536896,9,19.690474
-111.82796,119,20.189786
-106.44316,378,22.792782
-98.23698,159,23.455045
-12.878086,228,24.418188
-97.15204,69,24.806742
-58.284714,10,24.96662
-62.07217,37,25.261265
-123.19351,169,26.018157
-59.165554,25,26.223889
29.555582,83,26.658988
-54.891346,10,26.820852
-54.50672,5,26.96885
-71.739784,26,27.186471
50.517162,53,27.458085
35.83989,39,27.719579
-56.5974,18,27.904844
-28.923538,184,28.750588
-57.191235,22,28.980318
-125.08353,151,29.732068
-76.90287,88,30.221903
-87.511246,69,30.672171
-103.502045,100,31.14314
-62.483833,29,31.384999
57.552784,18,31.583787
-83.707596,65,32.04779
-79.74478,78,32.440919
-59.467464,14,32.635727
-74.84162,34,32.875802
-72.80948,27,34.224731
31.351015,92,34.736236
-43.774757,201,35.588755
-52.88328,3,35.711668
-55.931877,11,35.888343
-70.12895,23,36.092735
-69.88855,38,36.413321
-57.145813,13,36.584628
-16.323471,181,37.320323
-98.82434,72,37.720487
-160.98036,362,39.279663
-58.944927,19,39.436637
-56.24495,10,39.593048
-71.11476,36,39.854986
-96.9755,85,40.259799
8.569939,154,40.910095
-62.446655,12,41.116738
-12.198723,226,42.309987
-71.96565,33,42.594622
-85.31793,47,42.899967
13.203205,95,43.289716
-54.41661,4,43.466085
-175.25305,454,46.25298
-67.641884,50,46.587685
35.727047,76,46.974509
-61.28907,19,47.181707
-68.66704,18,47.380695
-108.51323,93,47.808821
-48.858307,314,49.059235
51.387756,39,49.315052
-100.74304,112,49.84084
-80.07987,41,50.183717
-113.222595,86,50.633311
-80.705864,41,50.921251
-56.87469,8,51.076939
-89.48758,36,51.356099
56.698467,17,51.541749
-78.638565,33,51.795053
-106.9776,140,52.390203
-70.26619,23,52.666934
-73.73309,19,52.87373
-71.77274,27,53.113215
-77.839066,54,53.503004
-55.190693,10,53.670516
-85.24448,46,53.944103
-55.639828,6,54.090647
49.3,4,54.214611
-67.365265,38,54.473168
