#{"t_start": 1768420228.809455, "env_id": "None"}
r,l,t
-95.54747,112,1.44753
-10.973576,145,2.46958
-104.154076,157,3.445516
-79.44062,74,3.961867
-61.14969,18,4.205799
-87.07063,77,4.706998
-15.615883,201,5.857081
-86.95477,36,6.202119
-84.67032,76,6.747817
-133.35316,134,8.111321
-19.63047,196,9.336421
-42.58851,194,10.424616
-89.76308,90,10.981176
-66.55935,13,11.194091
-140.02855,458,13.483572
-52.5,3,13.690814
5.3288956,134,14.924311
-76.88501,33,15.224457
-110.431244,92,15.802826
-71.85627,69,16.251801
-118.541855,117,16.896727
-101.83122,109,17.552991
-77.72268,24,17.834232
-60.026894,192,18.699676
-51.293114,266,20.056363
-2.2080803,112,21.282085
-88.82614,83,21.753997
-66.3403,211,22.97085
-93.14662,82,23.611337
-52.384205,3,23.756105
-42.850227,219,24.985036
-105.472305,125,25.649681
6.0950966,110,26.369484
-57.312687,10,26.559302
-33.615616,206,28.195252
-27.97718,179,29.151793
-92.34102,104,29.693819
-79.035866,72,30.301665
-5.387047,139,31.07646
-116.63519,91,31.695636
-101.800995,355,33.809541
-58.29169,10,34.014997
26.409706,96,34.646406
-81.991776,368,36.607237
-252.90308,400,38.677308
3.325611,104,39.316158
-94.132065,101,40.496515
-90.84651,56,40.914443
-69.56291,23,41.217019
-52.347595,3,41.393085
-103.08301,94,42.067461
31.212055,69,42.686818
55.78688,20,42.969202
8.372551,133,43.838024
31.680769,63,44.332175
-86.7146,46,44.690191
-102.43022,80,45.22619
-41.55661,193,46.200887
-1.0067978,141,47.030693
1.4178429,98,48.164835
-61.323566,9,48.339491
-95.293526,62,48.809547
-70.52587,28,49.045701
-94.099556,54,49.384618
-124.3101,90,50.080757
4.4681396,125,50.86242
-133.45108,124,51.608075
-49.33699,278,53.139994
21.742603,85,53.582776
-70.981544,321,55.665212
-64.38887,28,55.928732
-76.03899,43,56.29134
24.49148,122,57.114182
-66.04452,16,57.363884
-45.584137,333,59.137717
-88.97334,73,59.680138
-83.65738,48,60.142277
-52.219803,4,60.340871
-87.41687,34,60.662832
-104.40733,132,61.923485
-227.96346,436,64.213534
-93.14346,103,64.792801
-77.21956,30,65.099367
-116.97749,67,65.513484
-164.52988,212,66.833867
-133.39478,180,68.420716
14.4348755,149,69.233339
-2.342289,179,70.357727
-71.60679,30,70.619778
-72.92386,31,70.8961
-75.98729,38,71.273532
-106.63861,53,71.682618
-88.153046,36,72.079638
12.218353,158,72.950678
-60.85505,12,73.173344
-116.2339,111,73.804276
-66.49571,24,74.045557
-52.384205,3,74.245061
-164.17105,148,75.12209
-111.46677,137,76.29433
-54.226597,8,76.489791
-141.14795,190,77.447205
-112.64986,61,77.839508
47.25858,8,78.037384
-111.90622,100,78.63385
-35.451904,166,79.580056
-155.06165,156,80.420461
58.117157,16,80.607911
-57.488388,8,80.765476
-33.56202,131,81.476539
-52.281666,3,81.642554
-60.66126,34,81.999792
-63.773415,16,82.216948
16.867558,122,83.509691
12.713379,153,84.536484
-42.534775,258,86.014592
-329.28888,986,90.950672
46.5,8,91.171591
-3.6390495,111,91.962718
-59.47484,20,92.241434
42.3,15,92.481251
7.9724274,163,93.415841
-6.980774,142,94.245456
-58.426407,11,94.472314
-8.4198,149,95.613579
-82.57919,44,95.977538
-8.6298065,173,96.830853
-6.434189,159,97.723864
44.77268,55,98.202155
-110.09837,55,98.678144
-32.981537,156,99.556786
-71.3688,249,100.979306
-138.0983,85,102.168086
-39.371582,153,102.890142
16.27288,90,103.522101
-56.02086,13,103.760568
-79.64452,32,104.116048
-76.25881,39,104.433301
15.309959,124,105.161994
16.857502,87,105.780167
-154.29935,115,106.445256
-91.86473,63,106.957206
-1.3162346,186,108.007023
-111.11572,94,108.661058
-86.834496,42,109.442388
-54.35655,5,109.608318
15.721962,163,110.593456
2.677082,123,111.435568
-95.196075,97,111.993358
-46.871933,212,113.090299
-63.965103,28,113.408803
48.8,4,113.573651
-95.2431,61,114.044202
-61.422585,15,114.314886
-192.59015,329,116.491875
-103.747375,151,117.471968
-76.10574,19,117.733804
-87.70114,35,118.042437
35.500134,88,118.661093
-78.6203,32,118.995499
-66.3701,52,119.467454
-77.44067,50,119.905937
-54.262,9,120.162148
-85.25422,55,120.551649
-36.83127,203,121.673096
-57.09594,11,121.900463
-150.04012,162,122.863961
-156.15524,239,124.652158
-18.630524,147,125.515575
-102.45039,421,127.646575
-82.577515,42,128.070374
-75.55704,35,128.43702
-64.89015,16,128.729315
0.54384613,142,129.562243
29.394009,68,130.058276
-83.49616,47,130.976794
-18.403938,156,132.176308
-153.69159,149,133.391455
-60.268032,40,133.768305
-96.04272,114,134.503134
