#{"t_start": 1768393042.4993393, "env_id": "None"}
r,l,t
-54.740597,11,1.813006
-395.8358,365,2.594388
-76.32147,55,2.741493
-54.513332,6,2.813559
-54.05891,6,2.871629
44.496494,11,2.935608
-107.55094,84,3.112899
-78.1602,26,3.204587
-104.0668,71,3.349627
-55.16412,8,3.396956
-127.096375,89,3.671817
-86.23648,29,3.760073
-63.25979,19,3.83364
-82.599174,23,3.904425
47.04627,11,3.95916
-56.908318,6,4.001967
35.661114,43,4.099376
-341.0624,246,5.069036
-804.17584,656,5.970529
45.863495,11,6.003771
-76.09639,21,6.049205
-54.421738,5,6.075332
-66.982834,19,6.11348
-282.7612,287,7.064867
-125.909515,97,7.283636
-62.609634,187,7.561243
-87.70712,195,7.837053
-112.05392,53,7.919924
-57.10702,18,7.963928
-56.62298,6,7.988642
-165.49216,382,8.565028
-110.18761,79,9.206493
-110.78021,110,9.396052
-58.31672,12,9.434328
-91.3876,72,9.59462
-56.36251,15,9.628656
-104.5084,69,9.747572
-83.80914,72,9.919684
-52.07148,5,9.957845
-70.067535,24,10.028354
-20.650116,103,10.211603
-53.433712,4,10.236259
-68.06714,55,10.335224
50.0,1,10.35572
-80.61669,68,10.475385
14.3658905,55,10.583512
-58.581593,28,10.649518
-55.937634,6,10.678384
-63.01587,13,10.721798
23.068928,33,10.787011
-68.74408,37,10.860983
-74.576805,38,10.937297
-59.16224,27,11.004269
-73.84071,26,11.061246
-52.130516,4,11.093387
-65.76302,20,11.142668
-52.624264,5,11.165299
-17.038597,82,11.880239
-432.92188,455,12.53081
21.458752,49,12.604914
-52.794636,3,12.625937
-196.69592,182,12.899532
-68.79739,24,12.951931
31.425684,43,13.079863
-63.867405,18,13.16214
7.7758102,93,13.363993
-69.17136,26,13.430108
-97.90979,53,13.545754
-52.17967,8,13.574684
-47.301033,133,14.63176
-67.38394,25,14.684596
-83.106995,23,14.744491
-172.12646,181,15.046913
-52.172962,3,15.081362
-136.64795,107,15.256642
-64.46002,15,15.294678
-71.50038,34,15.361499
-83.3269,57,15.460394
-55.220413,5,15.486788
-68.82997,20,15.541046
-51.702923,5,15.569515
-56.594128,12,15.61392
-56.430084,8,15.647547
-21.552536,151,15.987711
-58.812477,8,16.019372
-69.944496,46,16.111264
-73.84216,44,16.208356
-50.92854,3,16.231495
-55.304348,8,16.261542
-112.60959,71,16.433649
-51.265686,3,16.45895
11.76931,63,16.580681
-69.24362,18,16.629474
-58.18301,16,16.676394
-54.924408,6,16.709448
-58.477074,9,16.743254
