#{"t_start": 1768413335.2558916, "env_id": "None"}
r,l,t
-136.34525,182,3.892022
-174.0459,165,4.317376
-59.87106,13,4.397457
-52.40711,4,4.452111
-60.125557,14,4.528346
-6.547783,127,4.858243
-112.177795,55,5.032276
-136.93765,73,5.246665
19.584743,58,5.414002
-51.265686,3,5.456242
-102.19946,207,5.939885
-84.66701,31,6.039274
-52.098984,4,6.086528
-53.960827,4,6.134494
-91.52321,63,6.273633
-61.411522,9,6.330137
49.75858,3,6.377236
-368.4462,279,7.27903
-401.62796,306,7.734555
49.75858,3,7.757539
-68.41884,15,7.803291
-73.70476,22,7.857636
-69.761856,18,7.902062
-183.37563,112,8.084042
-242.10707,237,8.436416
-713.7542,718,10.255949
-414.19366,624,11.623506
-178.82585,102,11.807227
-59.204506,23,11.862305
-58.63842,7,11.88921
-611.76715,788,13.507854
-64.34041,20,13.55147
-153.517,146,13.785511
-57.967915,11,13.82129
-8.537689,85,13.95183
-51.322678,5,13.975957
-146.26111,110,14.149525
-56.408207,15,14.18714
-52.914467,6,14.211099
-61.84498,15,14.24496
-221.9194,310,14.715665
-55.49138,6,14.745557
43.757484,25,14.802582
50.0,1,14.82486
-31.309402,170,15.513672
-95.949265,189,15.829548
50.0,1,15.847432
-98.19694,44,15.922245
-60.80963,12,15.953344
-115.621925,56,16.052211
-61.703876,13,16.091625
-69.44183,62,16.19041
-198.48909,278,16.675874
33.448235,35,16.745279
-63.069572,34,16.825073
-61.542522,18,16.86974
-143.26602,126,17.062337
-130.85693,66,17.236846
-64.209694,34,17.927602
-83.59641,52,18.1123
-123.448875,48,18.20555
-58.424274,14,18.258707
-81.43535,36,18.389944
-282.3713,332,18.954514
-65.26384,19,18.998713
-301.3213,252,19.447335
-109.08438,75,19.583298
-189.66238,227,20.569611
-63.11424,22,20.624098
-63.4596,14,20.666334
-111.10654,87,20.852715
-78.61063,23,20.913193
-87.757126,100,21.114623
-62.313824,11,21.153279
-114.253174,124,21.360181
-109.86235,61,21.499628
-75.60844,34,21.579731
-51.2,3,21.599536
-163.62895,85,21.738428
-262.80283,210,22.129753
-52.484818,5,22.15615
-89.668655,59,22.259042
-64.42574,14,22.297592
-102.691284,46,22.381415
-65.55645,16,22.42175
38.84327,45,22.533722
41.923267,36,23.035014
-75.92871,54,23.12542
-71.40517,31,23.181946
-102.09541,53,23.279398
-126.7262,115,23.481641
-78.06176,22,23.525861
-182.83365,116,23.720808
-54.84813,12,23.75367
-290.88425,269,24.173859
-235.6792,289,24.579549
-83.19144,27,24.628482
-193.00337,102,25.230783
-187.1945,147,25.43902
-56.95047,10,25.466083
-54.805527,7,25.503984
-80.843765,56,25.616862
-71.02328,21,25.667256
-61.17727,28,25.71832
-277.78528,340,26.330943
-130.61649,84,26.548961
-60.860054,19,26.688262
-273.864,248,27.846231
-84.940315,32,27.906071
-158.56833,108,28.07858
-73.07869,24,28.127355
-180.1319,193,28.409766
-76.83334,30,28.46957
-115.5879,132,28.692148
-134.32056,243,29.094313
14.678757,56,29.208145
38.607822,34,29.283888
49.0,4,29.310673
26.157125,47,29.395011
-84.862976,45,29.471453
42.95858,16,29.508054
36.993534,36,29.576041
-94.80337,106,30.285823
-57.01245,8,30.310332
-52.686356,5,30.331138
-455.77646,423,31.044827
-72.52608,29,31.112532
-177.35062,197,31.519289
-96.599045,96,31.788072
-85.15294,33,31.848984
-93.17705,52,31.940565
-90.00333,42,32.018442
-158.60876,115,32.65553
-282.75107,279,33.071718
-258.58228,324,33.541209
-82.45755,57,33.665584
-62.706482,11,33.705125
-453.13766,636,35.222035
42.501804,20,35.266803
-114.442566,91,35.437184
-149.93655,122,35.656078
-63.854,12,35.695583
-70.31545,36,35.772851
-90.284744,49,35.883079
-275.99356,299,36.494484
-60.29937,9,36.530822
-182.17711,363,37.60516
-66.256195,128,37.80617
-65.14871,24,37.85805
-795.2393,689,40.369661
-103.96553,70,40.516158
-64.24568,38,40.592931
-204.68648,260,40.99141
-174.67795,136,41.235097
8.916332,70,41.358367
-71.95635,20,41.409781
-236.96112,133,41.618018
-162.61343,130,41.819466
-61.18293,38,42.298998
-68.87603,24,42.360808
-211.23581,260,42.801929
-81.2328,70,42.990206
-1463.0677,1577,46.08179
-126.40261,112,46.795546
0.91739655,119,46.971128
-1184.268,1740,50.27998
-112.09851,46,50.364083
-122.08609,82,50.490262
