#{"t_start": 1768392344.8494477, "env_id": "None"}
r,l,t
-54.740597,11,2.528175
-395.8358,365,3.199371
-76.32147,55,3.374813
-54.513332,6,3.433476
-54.05891,6,3.50411
44.496494,11,3.607212
-107.55094,84,3.990935
-78.1602,26,4.084045
-104.0668,71,4.241254
-55.16412,8,4.290023
-127.096375,89,4.480578
-86.23648,29,4.583534
-63.25979,19,4.66607
-82.599174,23,4.753994
47.04627,11,4.813338
-56.908318,6,4.879165
35.661114,43,5.012791
-772.9189,603,6.84665
-167.9158,100,7.068063
-108.22189,272,7.539265
-264.42532,204,7.923584
-130.23499,78,8.799857
-58.95152,8,8.832833
-1604.2811,1259,11.952626
-238.15489,218,12.393801
-136.54794,87,12.5982
-81.74013,229,13.034191
-64.52888,12,13.098864
-50.788635,4,13.136392
-59.01488,8,13.193185
-62.352997,187,14.032128
-57.105507,10,14.06734
-154.03159,279,14.557377
-72.809875,32,14.618588
-96.63904,41,14.692122
-63.554657,33,14.771881
-63.935364,30,14.85891
-53.93778,9,14.902686
-61.367218,22,14.967729
-51.318176,3,15.001059
-57.83152,7,15.035727
-134.59302,133,15.330113
44.540546,17,15.393375
49.45858,5,15.448015
-118.16808,129,15.753075
-60.979706,132,16.387697
-154.94247,113,17.198911
-303.29498,287,17.994937
-54.83055,6,18.029624
-91.66349,33,18.111511
-14.0069275,88,18.34648
32.922073,35,18.437249
45.186882,13,18.521488
-67.80667,36,18.610351
-59.408096,13,18.648284
-56.16329,9,18.691253
-106.18637,55,18.825086
-0.6392784,103,19.053946
-81.06247,45,19.156661
-131.27785,79,19.359842
-61.805836,8,19.397037
-53.493523,6,19.430369
-102.238174,54,19.563215
-66.50472,21,19.650834
-64.25725,17,19.713586
-111.01486,98,19.908109
-386.10925,474,21.339948
-141.18103,99,21.577441
-51.21623,4,21.600469
33.204567,26,21.661664
-75.97016,39,21.740471
-96.02586,44,21.815784
-207.85362,141,22.021958
-53.29148,4,22.054831
-83.80083,49,22.246021
11.731094,59,22.368914
-60.58882,16,22.425365
-106.146805,72,22.591112
-54.378777,4,22.619039
-81.12674,28,23.344982
-53.345642,11,23.384501
-63.663372,32,23.4535
-53.91675,5,23.479145
-64.4467,17,23.521147
-56.408318,6,23.550276
-66.63896,45,23.628199
-58.50651,18,23.670619
44.93092,13,23.709106
-98.8631,93,23.864184
-73.545166,25,23.91319
-58.486935,17,23.954893
-52.45821,3,23.977624
-138.33765,112,24.215582
-52.149647,5,24.239891
-57.883167,8,24.267022
-58.483795,11,24.302986
-293.76016,375,25.275742
-64.33886,11,25.31297
-66.702194,20,25.368484
-82.694885,54,25.480369
-54.935287,11,25.514382
-126.00469,103,25.791209
-60.615906,13,26.418252
45.5,11,26.472647
-83.44177,57,26.651812
-68.06653,25,26.73154
-52.34767,5,26.772171
48.552788,6,26.81207
-52.003082,3,26.839701
-1.8061714,72,27.1491
-52.281666,3,27.183038
35.507275,42,27.265538
-62.061813,13,27.297827
-89.18964,81,27.439433
-60.975395,23,27.497612
-90.26401,55,27.60681
42.63555,19,27.654747
49.7,3,27.679834
-59.26351,28,27.73886
-102.380775,62,27.854861
50.0,1,27.872878
45.04107,15,27.918496
-66.33491,25,27.977839
29.216557,30,28.041165
-52.195633,5,28.069683
-99.195145,46,28.153846
-60.463074,21,28.205027
-62.145718,18,28.248783
-64.18466,24,28.310522
-55.143684,5,28.343427
-93.879395,72,28.476686
-96.440216,39,28.549525
-105.41046,48,28.633362
-88.92681,54,28.729185
-125.3724,102,28.88476
-53.832115,8,29.228878
-52.7528,4,29.25221
-100.6087,64,29.398547
-51.01231,3,29.43604
-96.06917,46,29.528856
-51.948826,3,29.549724
-74.40243,25,29.603083
44.893875,16,29.642383
-67.71227,28,29.700437
-147.83298,100,29.883233
-67.649506,27,29.99277
35.452404,31,30.062486
-55.22163,5,30.084692
-56.26372,10,30.118253
-65.95185,28,30.185806
-68.21868,37,30.259347
48.5,5,30.282614
-92.14348,42,30.376041
-58.663708,15,30.419395
-83.927704,30,30.48425
-57.035374,9,30.5297
-55.27142,5,30.561896
-85.26965,32,30.624165
43.347942,24,30.68385
-65.84111,18,30.74001
-51.954067,4,30.767531
-79.03679,36,30.84044
-56.01391,11,30.872169
-67.11699,25,30.922978
-89.95369,62,31.036443
-53.06372,5,31.060502
-77.31048,23,31.10485
