#{"t_start": 1768388544.879118, "env_id": "None"}
r,l,t
-65.0786,13,18.473908
-62.842224,17,18.597938
-83.029236,39,19.065479
-81.721466,24,19.307649
-88.87268,63,19.461323
-53.815384,6,19.537199
-95.495094,67,19.584421
-51.01231,3,19.617477
-51.408276,3,19.66436
-51.806225,3,19.723681
-174.83328,103,19.874872
-142.21915,130,20.096821
-88.53825,49,20.169145
-187.76918,145,20.259702
-6.9307594,65,20.652173
-58.369606,7,20.713761
-171.49857,112,20.766677
-51.702137,3,20.888516
-79.948166,236,21.146233
-91.47215,92,21.183486
-224.94835,178,21.22852
-52.85192,5,21.26204
-55.792004,8,21.326295
-290.45148,255,21.419157
-55.943222,17,21.469802
-54.56503,12,21.534036
-156.84354,184,21.606069
37.047707,20,21.686105
-177.18236,81,21.838628
-101.426636,100,21.942039
-86.877014,58,22.087538
46.4,8,22.161877
20.4693,70,22.197778
-170.16855,97,22.313246
49.534973,4,22.31353
-54.650063,9,22.418411
-56.491295,13,22.475161
-31.208336,129,22.983224
-153.44725,109,22.98348
-113.14441,61,23.07066
-94.601654,101,23.356775
-53.597717,7,23.432045
41.46208,26,23.604287
-51.147213,3,23.677652
-57.98758,8,23.783001
-350.31387,267,24.050844
-433.67618,387,24.163277
-263.5952,206,24.163449
-58.188892,19,24.313489
-72.01021,20,24.34552
-54.793888,12,24.427408
11.349232,70,24.501853
-3.0189705,65,24.87503
-173.81502,195,24.907483
-51.515385,3,24.943068
-116.75203,60,24.989833
-52.14784,4,25.028646
-52.689785,4,25.082496
-330.23233,215,25.19929
-360.46365,279,25.272936
49.417156,6,25.273104
-111.74156,87,25.357121
-87.77961,42,25.542096
-71.70589,44,25.624996
-86.88198,31,25.681813
-83.66574,41,25.783858
-76.404976,33,26.02191
-51.00777,3,26.074829
-83.31523,56,26.142332
-56.992477,8,26.193745
21.125751,71,26.279635
-59.910614,16,26.357373
-67.12027,20,26.477507
10.045223,85,26.540337
-50.70645,3,26.540513
-58.084892,11,26.641189
-60.43808,15,26.691573
-60.517967,12,26.768185
-65.595985,15,26.853113
-381.82922,360,26.853266
-188.94867,182,26.952383
-53.48378,5,27.012427
-58.09023,18,27.151098
-86.81209,54,27.276572
-335.18387,327,27.396265
-65.90356,11,27.497232
-110.95111,80,27.619843
-67.57352,25,28.071842
-155.40076,148,28.158244
-51.59193,3,28.212369
-55.316742,14,28.278682
-126.05441,88,28.398129
34.099174,41,28.398295
45.14661,18,28.45671
-69.38397,14,28.456975
-51.84878,4,28.510637
-54.417244,8,28.551255
-191.30048,195,28.610809
-51.688133,3,28.610994
-61.44332,15,28.680538
-52.64784,4,28.68074
-52.34878,4,28.680859
44.1,12,28.729741
-87.21031,36,28.909811
-54.08857,6,28.98375
-126.02026,128,29.089089
-51.99804,5,29.147363
-84.93819,66,29.34229
-71.822205,20,29.519073
-57.73726,8,29.591675
-127.55707,108,35.845974
-193.88731,173,36.014282
-56.92366,9,36.072402
-79.783554,189,36.252103
-277.85632,226,36.309719
42.163216,16,36.38243
-60.806423,19,36.467286
-55.63093,14,36.564144
-247.53563,262,36.603258
-75.82087,22,36.721544
-477.62115,561,36.818156
-58.329536,7,36.8477
21.09459,44,36.982395
-64.114716,19,37.014018
-51.84126,3,37.06582
-296.03018,217,37.101205
-106.22385,44,37.402242
-52.00554,3,37.444541
-75.98495,213,37.535478
-58.490807,13,37.564132
-158.5668,88,37.668299
-172.02484,200,37.760059
41.856785,20,37.760206
-177.08795,522,37.760254
-217.338,154,37.795645
-54.50576,8,37.854886
50.0,1,37.883234
-72.02797,25,37.999691
-75.69777,23,38.066302
-77.85549,55,38.101338
-63.93686,16,38.19456
30.922337,48,38.405342
-62.83456,12,38.494267
-61.857677,23,38.644173
-24.980476,135,38.736537
-85.020515,33,39.13173
-66.45516,249,40.077472
-306.01324,356,40.16992
-161.22858,164,40.170087
-65.6522,14,40.323005
-400.99634,376,40.378985
-313.79373,303,40.444666
-62.52672,13,40.484861
-51.42341,3,40.536803
-58.44133,11,40.623062
-62.855873,17,40.65167
27.283428,50,40.721436
-64.21852,11,40.760353
-95.28613,51,41.080349
-294.1546,225,41.080495
50.0,1,41.104759
-133.08368,89,41.161193
-0.30579758,74,41.218332
-66.455894,24,41.296817
-71.470825,21,41.334991
-404.58655,368,41.391984
28.971224,38,41.463129
-53.6,5,41.514102
38.85893,33,41.565417
42.05863,18,41.674371
-58.71257,14,41.709296
-59.157333,36,41.78098
-88.426216,47,41.837354
-282.09213,184,41.906608
-57.035484,10,41.960304
-22.117569,138,42.060366
-66.198784,22,42.146884
-52.130516,4,42.196818
-107.08414,53,42.314454
-77.77863,44,42.390118
-15.283493,94,42.822122
-0.9197235,113,43.000668
-15.127975,104,43.04498
-60.20776,8,43.124385
-111.31,98,43.124532
3.6168976,63,46.801945
-43.21752,121,47.677291
-87.25676,228,48.015218
45.31299,13,48.122471
-180.269,180,52.564626
-157.7463,109,52.660922
-273.64432,354,52.770391
-88.087654,60,52.858414
-57.239685,18,53.010075
-84.22157,57,53.216953
-70.442184,42,53.293248
-252.67302,270,53.329397
-52.711765,4,53.370482
-150.80562,99,53.441321
-461.08713,478,53.525698
4.4328194,100,53.562732
-52.733562,5,53.61382
-64.26821,32,53.685658
-278.833,256,53.735387
31.30259,52,53.785031
-54.205082,6,53.833567
-59.14398,8,53.911132
-68.625595,42,53.962863
28.137653,30,54.230584
-70.64136,31,54.30377
-119.76891,94,54.396493
-62.57276,15,54.442465
-57.487682,14,54.553404
-15.02581,78,54.600391
-83.364655,44,54.656125
-57.105026,9,54.725207
-75.26986,30,54.725376
-78.639946,26,54.787123
-118.82292,114,54.846996
-156.41208,124,54.900075
-1.3405762,109,55.011172
49.45858,5,55.079166
-526.28436,1028,55.07931
32.33516,29,55.139927
-54.072018,6,55.140116
-60.962055,9,55.194275
9.576511,60,55.194432
-55.522842,6,55.233948
32.005836,35,55.285512
-64.10382,16,55.339668
39.215855,18,55.409919
-71.18025,27,55.518002
-106.90273,81,55.559431
-59.45724,10,55.642965
-73.58899,15,55.758432
-72.30818,49,55.847581
-107.512054,74,55.906589
-73.783104,19,56.021419
49.2,3,56.069523
-68.55224,22,56.166597
-174.78555,151,56.299599
-155.27701,104,56.356812
-152.17744,147,56.586981
-67.15731,35,56.661399
-28.89711,104,56.790924
-68.29539,20,56.828423
43.592934,19,56.890025
-58.41246,14,57.007481
-103.4995,69,57.047467
2.3229294,89,57.102356
38.113815,24,57.159881
-74.97005,45,57.529273
-226.54443,271,57.632102
-78.02385,49,57.733508
-169.5405,157,57.904447
-51.752632,3,57.957423
-92.60393,37,57.990809
-104.338455,72,58.034925
-70.46928,20,58.035115
49.9,2,58.075343
-56.856194,14,58.19794
50.0,1,58.241143
-82.737946,45,58.287665
7.551094,95,58.430532
-92.27788,33,58.467122
-51.748417,4,58.520515
-66.59494,13,58.695153
-72.550766,47,58.773152
-78.74807,31,58.773372
-179.6147,271,58.847219
-69.56849,27,59.09481
-75.594376,27,59.095011
-85.92109,25,59.137229
-52.6613,3,59.179628
-52.070637,3,59.215298
-52.815384,5,59.254951
-87.71958,99,59.430299
-52.214447,3,59.487859
-144.27412,78,59.635736
-154.71533,108,59.745606
-72.18029,197,59.791962
-50.92854,3,59.849612
-63.173943,10,59.956046
-124.952934,61,60.043169
-51.87902,3,60.114299
-58.32174,8,60.242167
-58.958218,24,60.347907
-95.655685,64,60.475151
17.121208,103,60.80608
31.471788,34,60.86005
-122.338715,82,61.011858
-67.20662,14,61.062152
-125.3641,127,61.162493
-77.71515,22,61.280193
-62.246006,28,61.329304
-76.9324,22,61.524291
-65.4231,48,61.620568
48.112293,11,61.652365
-117.17789,105,61.737831
43.402935,15,61.820919
-52.5196,5,61.93242
-4.2736397,92,62.025498
48.917156,6,62.103008
-133.17781,244,62.195982
-61.151955,10,62.252224
-52.586845,3,62.252393
42.73938,16,62.289343
-143.59854,173,62.373886
-78.947655,39,62.412084
-64.141174,22,62.582106
-116.74011,63,62.844018
-100.54797,76,62.987223
-0.7240486,85,63.095746
45.981964,9,63.220982
5.2902756,86,63.284384
-97.26552,75,63.429824
-298.02252,235,63.497071
-51.453915,3,63.565821
-66.32057,37,63.566065
-78.92739,23,63.615443
30.985674,54,63.645213
-66.44617,24,63.68715
-54.998672,5,63.729916
-58.991196,12,63.788091
-194.94754,203,63.858272
-160.05002,175,63.964567
-60.443623,23,64.035671
-88.770424,30,64.083207
39.593937,40,64.250872
-69.50698,26,64.310697
-67.666046,39,64.310875
29.012215,42,64.382643
-67.42223,14,64.448219
31.065376,41,64.523239
-14.628082,105,68.822444
-64.19567,42,68.951597
-90.28638,69,69.022842
-131.26773,87,69.211766
-151.63168,103,69.263578
-104.63871,80,69.464597
11.4531975,45,69.590066
-79.41179,46,69.642076
-113.27785,79,69.686275
-60.134964,12,69.792182
34.361786,25,69.906096
-59.7492,10,69.906276
-112.999695,56,70.048234
-55.1226,7,70.141716
20.544928,51,70.182467
-53.066597,6,70.240067
-63.00872,23,70.383498
-62.563778,48,70.585329
-128.13147,85,70.709015
16.712208,45,70.778239
-42.460335,98,70.859514
-100.806076,211,70.91592
41.91015,21,70.967529
-61.06755,11,71.052922
-67.52197,17,71.079985
-51.515385,3,71.119362
-94.25729,274,71.158475
-81.821075,33,71.210962
-57.28727,8,71.289171
-65.943375,26,71.318878
-121.2876,338,71.421367
-63.492355,29,71.45991
-51.01231,3,71.508446
-51.484818,4,71.508604
38.67301,27,71.599435
-78.51221,45,71.662878
-108.927734,54,71.743668
-79.18025,26,71.818561
-64.572105,26,71.818717
42.963566,17,71.850113
-56.51541,9,71.890655
21.345274,48,71.924787
-53.536358,6,71.982031
-59.041206,11,72.013643
-68.99534,27,72.065201
-62.102955,22,72.179007
-62.910202,16,72.23458
-55.855675,5,72.280607
34.555473,30,72.314932
48.5,5,72.351753
-53.39521,5,72.429183
-80.34881,37,72.465035
-76.4771,25,72.511068
-56.56598,12,72.605152
-173.03394,149,72.605314
22.490936,63,72.794344
-77.619995,44,72.835208
-72.298416,35,72.900286
-74.04689,54,72.936315
14.5485115,52,72.997979
-83.03192,52,73.087933
-71.16487,34,73.210446
-75.68105,31,73.248558
-55.916355,7,73.312969
-82.601715,43,73.428789
49.3,3,73.471913
-81.86368,74,73.522006
36.645954,32,73.522132
-57.808155,8,73.571851
-131.19684,115,73.605019
-57.096348,8,73.646706
-53.831936,6,73.710281
-58.473606,11,73.754695
-95.76347,83,73.754865
-13.583393,108,73.912431
-59.798203,9,74.01216
-130.84778,78,74.133665
-50.56503,3,74.177373
-51.806225,3,74.226956
20.326418,46,74.260385
-73.444756,41,74.40218
-60.307583,30,74.514089
48.428524,8,74.61503
-69.840324,20,74.675059
-34.82084,99,74.801323
-18.90841,118,74.857166
-68.56518,118,74.913007
-74.1357,24,74.956701
-57.201515,6,74.987889
-60.91914,15,75.034309
-63.583374,19,75.137303
-81.58194,30,75.238347
-68.587036,28,75.280575
29.376637,56,75.322956
-52.828445,4,75.323101
-57.321438,6,75.381891
-492.31525,705,75.451602
-58.6,8,75.488379
38.20874,26,75.683436
24.269758,49,75.78331
-60.91439,25,75.892621
-61.114742,15,76.015522
-52.2716,118,76.090084
-52.3,3,76.139913
-64.49518,229,76.140082
