#{"t_start": 1768393969.4435997, "env_id": "None"}
r,l,t
-54.740597,11,2.95035
-395.8358,365,3.736426
-76.32147,55,3.890077
-54.513332,6,3.942327
-54.05891,6,3.983453
44.496494,11,4.038848
-107.55094,84,4.218777
-78.1602,26,4.300429
-104.0668,71,4.468032
-55.16412,8,4.517279
-127.096375,89,4.755931
-86.23648,29,4.838247
-63.25979,19,4.90565
-82.599174,23,4.978173
47.04627,11,5.028865
-56.908318,6,5.073263
35.661114,43,5.171653
-341.0624,246,6.085345
-804.17584,656,7.056535
45.863495,11,7.091595
-76.09639,21,7.14142
-54.421738,5,7.166385
-66.982834,19,7.208263
-282.7612,287,8.152751
-125.909515,97,8.299444
-62.609634,187,8.564283
-87.70712,195,8.847549
-112.05392,53,8.935383
-57.10702,18,8.977242
-56.62298,6,9.000848
-165.49216,382,9.599476
-110.18761,79,10.227737
-110.78021,110,10.391092
-58.31672,12,10.425107
-91.3876,72,10.538021
-56.36251,15,10.587811
-104.5084,69,10.702312
-83.80914,72,10.811706
-52.07148,5,10.842641
-70.067535,24,10.890508
-20.650116,103,11.053482
-53.433712,4,11.07445
-68.06714,55,11.162019
50.0,1,11.179016
-80.61669,68,11.285957
14.3658905,55,11.37856
-58.581593,28,11.464918
-55.937634,6,11.4972
-63.01587,13,11.543708
23.068928,33,11.614699
-68.74408,37,11.69165
-74.576805,38,11.755558
-59.16224,27,11.812446
-73.84071,26,11.868322
-52.130516,4,11.889118
-65.76302,20,11.943371
-52.624264,5,11.975783
-17.038597,82,12.71594
-432.92188,455,13.363575
21.458752,49,13.440714
-52.794636,3,13.463043
-196.69592,182,13.783311
-68.79739,24,13.830185
31.425684,43,13.907981
-63.867405,18,13.951404
7.7758102,93,14.092133
-69.17136,26,14.177705
-97.90979,53,14.269409
-52.17967,8,14.295886
-47.301033,133,15.072142
-67.38394,25,15.120549
-83.106995,23,15.166869
-172.12646,181,15.437181
-52.172962,3,15.460011
-136.64795,107,15.639024
-64.46002,15,15.675942
-71.50038,34,15.735323
-83.3269,57,15.832363
-55.220413,5,15.855458
-68.82997,20,15.924842
-51.702923,5,15.965071
-56.594128,12,16.013116
-56.430084,8,16.046392
-21.552536,151,16.26846
-58.812477,8,16.294752
-69.944496,46,16.373984
-73.84216,44,16.45203
-50.92854,3,16.473455
-55.304348,8,16.499929
-112.60959,71,16.629825
-51.265686,3,16.658239
11.76931,63,16.801927
-69.24362,18,16.858891
-58.18301,16,16.909634
-54.924408,6,16.945929
-58.477074,9,16.974773
-106.69477,61,17.650871
-81.29151,24,17.698474
-123.75986,69,17.809036
-128.21017,115,17.987777
38.348885,28,18.042823
-12.106113,109,18.288482
-70.06125,20,18.331475
50.0,1,18.348368
-109.99974,72,18.464715
-57.239647,8,18.49294
-52.550507,5,18.515453
-337.0781,434,19.124642
-58.626328,8,19.152014
-11.111317,69,19.259047
-54.08803,4,19.284574
27.202032,44,19.928004
-66.67403,17,19.97084
-23.171562,156,20.192735
3.435627,101,20.349475
-55.66996,149,20.609741
-254.90173,612,22.040541
48.8,3,22.060976
-69.727356,36,22.126012
19.836023,55,22.213151
43.7,12,22.242965
-104.115486,70,22.351811
31.844877,32,22.410932
-52.40711,4,22.431216
-55.134827,9,22.460803
-72.21421,21,22.509277
34.848816,31,22.567665
-117.618385,165,22.855537
42.617462,21,22.904619
-52.578773,3,22.924865
-77.22896,41,22.999127
-78.05469,26,23.047357
-59.07413,12,23.082396
-85.93181,59,23.176792
-105.595184,111,23.347409
-51.01231,3,23.367874
-79.21753,40,23.43302
-1051.4717,1639,26.925099
39.951168,35,26.989433
-58.976746,15,27.035004
-56.81611,8,27.061535
-53.790997,4,27.083651
45.86824,14,27.118034
-18.804062,136,27.373532
-62.13707,15,27.412626
-13.129204,109,27.581195
-95.336334,76,27.705763
-53.547115,4,27.729218
-54.0012,8,27.756315
14.005455,63,27.860336
-82.45769,43,27.939659
50.0,1,27.956954
-71.48871,37,28.025263
-52.872955,4,28.048671
-54.05439,4,28.071667
-403.56628,535,29.354924
-67.54405,16,29.391823
-75.971436,23,29.442538
-101.16034,136,29.699071
-55.960663,7,29.724244
-180.8532,196,30.011681
-285.99188,335,30.999925
-73.26764,37,31.062092
-52.93049,6,31.09178
-249.09882,434,31.70657
-51.453915,3,31.745172
-56.144318,7,31.802009
-114.94665,64,31.925411
7.1323624,93,32.078019
-12.797493,92,32.217869
-87.75868,41,32.292968
-167.712,113,32.972373
-66.851524,17,33.010027
-99.342865,100,33.165071
-87.78742,80,33.283762
-51.408276,3,33.303416
-0.7111244,56,33.38841
-78.10896,35,33.451096
-64.14711,16,33.491795
19.823744,78,33.620211
-102.72989,83,33.748921
-165.58873,292,34.220634
39.71442,32,34.278163
-96.04347,61,34.385454
-62.731583,18,34.425038
47.528522,12,34.465209
-79.3461,58,34.576328
-375.23868,389,35.696945
45.453274,12,35.728787
35.289642,35,35.792578
-58.252766,11,35.82685
17.878342,70,35.953971
-21.159172,125,36.151731
-76.192825,34,36.226374
-62.42449,19,36.29507
25.210178,58,36.485529
-51.165028,4,36.506057
20.55191,48,36.600653
49.4,2,36.622625
-57.082203,10,36.661359
-105.17172,268,38.423676
-65.056946,14,38.464763
-63.25892,11,38.518435
47.38338,9,38.557203
-70.33024,27,38.649191
-51.01231,3,38.673038
28.592077,31,38.736465
-83.487335,40,38.8038
-77.13373,39,38.872817
-61.782326,19,38.917096
-52.192715,3,38.937148
37.446793,34,38.999393
-54.2505,6,39.027395
23.562586,40,39.107371
-58.342556,9,39.134979
-56.13164,9,39.166862
-63.83672,17,39.203317
40.418053,28,39.254915
-105.98375,69,39.365896
-67.500626,27,39.416806
-68.0776,38,39.482637
-52.526337,3,39.50624
-117.43482,73,39.627101
-20.61399,94,39.774406
-90.49566,41,39.84457
