#{"t_start": 1768507176.70762, "env_id": "None"}
r,l,t
-134.7357,182,0.37993
-160.11139,110,0.554775
-99.592255,81,0.683355
-60.739033,14,0.720863
-105.90876,75,0.841619
-185.59447,190,1.174481
-102.48541,57,1.270244
-176.01895,110,1.46694
-183.31367,177,1.752141
-64.06146,36,1.847288
-190.93738,250,2.296652
-205.7062,181,2.583785
-55.016636,7,2.609776
-73.46504,18,2.656621
-117.17023,97,2.810948
-52.5,3,2.832787
-86.22933,135,3.050361
-106.47116,59,3.168938
-235.10852,167,3.500977
-67.09691,51,3.591826
-67.52181,15,3.629846
-72.266785,23,3.686449
-63.14646,13,4.639201
-232.015,158,4.89679
-182.96445,150,5.122673
-158.17758,179,5.395832
-191.14172,207,5.745964
-345.0027,250,6.122308
-85.24861,66,6.238076
-242.95435,212,6.599871
-129.4445,250,6.977168
-144.2099,124,7.186312
-209.95024,250,7.581517
-172.78758,126,6.695535
-204.79208,250,7.956871
-97.31854,104,8.151486
-121.312935,92,8.323296
-54.952145,11,8.36394
-60.737076,18,8.406752
-72.72901,34,8.478571
-59.92578,9,8.513084
-85.94202,35,8.602501
-71.419785,53,8.703481
-127.31252,250,9.106035
-146.65942,165,9.376235
-205.10347,161,9.644014
32.83989,49,9.733612
-157.50032,134,9.946239
-81.79077,33,10.012052
-57.23514,7,10.044845
-62.989357,12,10.086237
-151.05661,225,10.46689
-3.248207,171,10.740232
-85.39656,60,10.847454
-57.47388,13,10.88579
-205.19675,250,12.330181
-141.60413,120,12.571856
-238.97374,250,12.994515
-117.81707,143,13.238108
-196.26953,250,13.665633
-194.7343,104,13.86457
-93.153564,56,13.963634
-229.06949,250,14.364492
-85.98455,43,14.444095
-56.03931,7,14.47284
-109.86731,113,14.660157
-195.29472,163,14.918992
-217.56586,250,15.398165
-55.893265,15,15.445585
-102.68005,250,15.934507
-55.769993,8,15.968232
-160.60852,85,17.232803
-74.88812,51,17.35199
-118.527054,55,17.463383
-73.18111,57,17.582889
-242.38124,250,18.013128
-205.54239,250,18.43846
-182.52649,250,18.902364
-105.89922,60,19.01168
-114.62655,55,19.112545
-53.763035,9,19.146644
-102.97414,111,19.340592
-54.5671,5,19.370108
-174.77963,125,19.581024
-64.73025,12,19.617543
43.57522,29,19.680581
-87.2695,64,19.797217
-61.60811,29,19.859992
-64.00048,17,19.935077
-245.33954,250,20.418382
-91.160706,50,20.511018
-59.58173,8,20.540056
-286.56537,250,21.880615
-132.12146,236,22.267606
-180.54736,134,22.525534
-69.793686,23,22.599909
-168.01485,116,22.800446
-62.492695,10,22.835475
-277.43347,250,23.255877
-102.50951,65,23.397604
-120.61756,89,23.565438
-189.92882,164,23.831344
-81.73117,28,23.894029
-52.63006,8,23.924845
-193.7866,250,24.326563
-73.477005,26,24.385374
-87.13458,53,24.488454
48.146336,10,24.522096
-174.29242,250,24.936679
-214.94487,204,25.309113
-138.77917,128,26.476204
-55.48012,24,26.532607
-215.96233,250,26.937796
-152.77039,200,27.258976
-77.62482,68,27.377657
-77.31142,37,27.467756
-126.8465,250,27.97962
47.0,10,28.013937
-175.78482,230,28.391661
-155.1845,250,28.813757
47.1,13,28.853335
-1.2739067,124,29.06369
-121.15353,81,29.213754
-132.29886,101,29.390361
-63.851166,21,29.442828
-96.7569,44,29.530285
-231.21227,189,29.849991
-101.375786,250,31.1824
-88.08415,69,31.314073
-151.36572,88,31.467273
-57.8407,23,31.519196
-109.17238,72,31.650307
-255.84813,204,31.989042
-66.03484,25,32.045388
-147.80193,250,32.499206
-57.97654,15,32.549211
-190.21237,250,33.007958
-164.61728,135,33.234388
-65.99045,47,33.332151
-170.95648,173,33.668496
-187.19945,169,33.958009
-138.94366,163,34.232859
-193.11116,241,34.624028
-123.67527,112,35.718866
-303.14078,248,36.212784
-128.88739,92,36.397467
-143.48036,250,36.832976
-143.36203,108,37.017191
-172.83203,165,37.322674
-113.01018,85,37.513144
-57.54917,13,37.554143
46.95858,13,37.594184
-142.72527,107,37.782571
-75.02439,26,37.840313
-278.32257,245,38.251034
-184.51627,198,38.584914
-82.93149,24,38.641866
-85.90869,35,38.716462
44.02589,25,38.779866
-126.79427,250,37.940478
-140.10217,250,39.203436
-71.2823,37,39.281556
-81.04298,48,39.377422
-183.9825,250,39.80852
-103.15573,108,40.030114
-108.09856,54,40.148834
-138.2172,250,40.739976
-84.90387,37,40.854553
-12.861988,107,41.102381
-89.603134,69,41.265752
-92.24796,44,41.380621
-210.81268,215,41.819736
-193.81357,124,42.099517
-143.08443,250,42.68078
-109.04167,250,43.1947
-68.50377,25,43.273414
-133.73946,250,44.598822
-155.43762,156,44.902016
-156.97865,250,45.528502
-84.04873,81,45.717164
-160.79167,250,46.363122
-184.4729,170,46.819801
-235.12514,250,47.443783
-55.222286,9,47.495865
-116.54783,101,47.757121
-78.96691,79,47.956328
-50.96344,4,47.989172
-214.65492,250,48.519048
-64.76709,62,48.677689
-162.58972,250,50.24188
-269.54294,250,50.903073
-127.11628,250,51.435331
-168.2687,181,51.828054
-56.286564,9,51.872086
-277.2084,250,52.39727
-84.75061,87,52.604501
-55.21079,19,52.664527
-107.15107,250,53.133824
-153.8915,250,53.692523
-172.60658,250,54.189642
-187.2527,250,55.636212
-163.97699,250,56.267171
-129.69147,74,56.445631
-91.19699,250,56.996398
-84.39394,42,57.126724
-155.517,199,57.576785
-155.01292,117,57.918749
-204.47523,220,58.710559
-214.0316,181,59.329106
-190.75607,250,60.266875
-164.91112,238,60.944371
-159.82993,250,63.384831
-54.034107,6,63.451732
-91.94437,54,63.648425
-188.32892,207,64.323895
-66.71434,27,64.414202
-164.72461,156,64.921702
-80.49715,72,65.159105
-88.75563,239,65.742004
-64.98198,22,65.824011
-74.63096,72,66.02552
-274.1401,198,66.523077
-223.5147,193,67.038418
-63.64492,10,67.090551
-71.043045,19,67.15888
-108.61872,82,67.375796
-97.04721,45,67.506505
-162.1589,183,67.958034
-117.42511,86,68.14719
-201.27814,250,70.067013
-65.231735,37,70.207982
42.048855,35,70.404118
-78.92146,72,69.646638
-151.62433,151,70.038543
-81.95484,250,70.682303
-126.295685,250,71.229131
-128.25604,250,71.843209
-83.60901,60,72.022727
-109.87067,108,72.265603
-178.4623,137,72.604628
-130.70824,126,72.968312
-212.0831,250,73.598036
-93.31349,73,73.879966
-81.90296,34,74.036067
30.161001,79,74.320301
-198.2439,250,76.712855
-110.85126,113,77.037131
-88.563515,250,77.635447
-56.204018,9,77.685907
-149.10811,250,78.245007
-52.944183,121,78.497855
-120.09794,110,78.72391
-140.87003,134,78.98994
-244.21925,136,79.410375
-168.18088,229,80.387961
-156.68686,250,81.040028
-128.7573,250,81.67829
-91.171295,43,81.812681
-137.16101,250,84.006466
4.243519,119,84.26169
-80.61279,23,84.335634
-228.6974,250,84.968548
-182.14789,250,85.448443
-70.90105,50,85.564698
-76.082405,250,86.130831
-78.37041,93,86.322608
-90.68211,75,86.490948
-148.4497,160,86.826418
-95.67395,250,87.441457
-105.03637,250,87.90859
-26.444283,87,89.308783
-63.00457,12,89.375127
-172.04764,119,89.74332
-110.41562,74,89.919478
-124.10369,99,90.172829
-190.46672,234,90.772887
-130.49712,108,91.135647
-233.93718,250,91.62166
-155.48022,107,91.898938
-190.38928,186,92.423129
-54.82525,5,92.473129
-53.908,4,92.518104
-92.51489,250,93.029437
12.896969,61,93.15658
-130.15318,250,93.648327
-62.784607,18,93.728158
-81.18115,40,93.83614
-122.13514,250,95.168387
-185.47466,250,95.671944
-60.84578,20,95.734336
3.5575142,110,95.955755
-138.19308,167,96.305729
-118.94643,140,96.619198
-77.52524,33,96.728927
28.340553,51,96.858244
-77.48428,32,96.946874
-118.842125,250,97.477986
-10.517357,104,97.744223
-74.15112,63,97.995234
-77.92136,32,98.172396
-119.69134,118,98.698261
-112.102196,250,99.454349
-53.790997,4,99.498471
-148.0024,129,100.159784
-114.99921,250,101.060753
-55.69789,6,103.612194
-90.15624,70,103.826349
-127.889465,192,104.469263
-125.136894,111,104.913354
-110.70124,250,105.7924
-175.77754,250,106.677838
-51.864326,219,107.239458
