#{"t_start": 1768408911.3338993, "env_id": "None"}
r,l,t
-54.740597,11,3.056913
-395.8358,365,3.76332
-76.32147,55,3.890227
-54.513332,6,3.938736
-54.05891,6,3.987601
44.496494,11,4.046811
-107.55094,84,4.235111
-108.43776,65,4.382947
-91.50114,58,4.519764
-65.67281,26,4.613288
-30.892464,132,4.873205
-57.958443,8,4.930922
-63.73276,14,4.993353
-103.92618,38,5.090596
-71.62948,27,5.17136
-64.92905,12,5.232462
25.063797,69,5.375211
-179.00343,122,6.2352
-515.77734,443,6.964318
10.671593,103,7.159036
-63.5894,13,7.198874
-185.49,138,7.442674
-62.930542,15,7.486978
-180.68033,97,7.731706
-71.53783,27,7.80371
-115.88736,118,8.438725
-491.95706,533,9.35303
-697.4596,480,10.631211
-60.2584,23,10.701644
-52.510647,3,10.721799
-320.76248,293,11.249845
-297.65607,248,11.717755
-93.79292,49,11.814947
-147.78821,134,12.058044
-84.2943,34,12.127887
-55.27863,10,12.1671
-132.99881,109,12.385972
44.524246,14,12.42666
-54.7258,9,12.462287
-85.57008,48,12.556673
-59.027924,10,12.591604
-111.45665,52,13.183094
-60.47405,22,13.22956
7.3535614,103,13.427638
-88.15645,191,13.899532
-159.65735,115,14.148638
49.4,2,14.175544
-95.635345,39,14.383441
-73.26259,25,14.586177
-54.77929,5,14.647635
-52.263016,3,14.704337
-113.03275,117,15.295182
41.60737,41,15.443851
-118.78212,75,15.638093
-20.491714,157,16.074937
-369.42914,333,17.702879
-113.206375,80,17.867866
-138.63672,101,18.05515
-22.884499,135,18.318628
-76.70381,24,18.376631
-137.36943,71,18.508924
-62.2424,19,18.561054
-248.84615,175,18.895008
-137.3154,124,19.130113
-206.11534,177,20.022216
34.428654,41,20.122187
-710.82117,701,21.37327
-174.4174,193,22.233345
42.83754,21,22.321633
-102.73982,90,22.494667
-152.05574,186,22.837729
-73.770065,18,22.889442
-4.2500114,120,23.101016
-400.85913,255,23.50446
8.376442,81,23.656205
-188.35378,166,23.963924
-121.12617,82,24.736913
-79.37928,68,24.919866
-176.56508,110,25.149332
-226.87915,181,25.467966
-93.64424,86,25.615731
-159.21027,166,25.913461
-54.59543,5,25.946257
-173.99683,134,26.183599
-174.22035,102,26.357876
-128.7254,180,27.196046
33.548615,72,27.369299
-161.55891,201,27.718906
-57.11686,9,27.753993
-87.623276,37,27.833329
-52.406,4,27.859445
-68.71899,14,27.896353
-117.96509,181,28.211679
-140.93434,115,28.419671
-123.0689,76,28.556133
