#{"t_start": 1768418453.8182116, "env_id": "None"}
r,l,t
-95.54747,112,1.636749
-10.973576,145,2.661167
-104.154076,157,3.632693
-79.44062,74,4.149823
-61.14969,18,4.373652
-87.07063,77,4.862986
-15.615883,201,5.949009
-86.95477,36,6.279719
-84.67032,76,6.778189
-133.35316,134,8.05101
-19.63047,196,8.969494
-42.58851,194,9.938489
-89.76308,90,10.471364
-66.55935,13,10.66732
-140.02855,458,12.969916
-52.5,3,13.153117
5.3288956,134,14.343283
-76.88501,33,14.631427
-110.431244,92,15.188641
-71.85627,69,15.599048
-118.541855,117,16.345524
-101.83122,109,17.176033
-77.72268,24,17.410981
-60.026894,192,18.538255
-51.293114,266,19.401324
-2.2080803,112,20.543515
-88.82614,83,21.149461
-66.3403,211,22.312008
-93.14662,82,22.913975
-52.384205,3,23.13699
-42.850227,219,24.521484
-105.472305,125,25.373463
6.0950966,110,26.066229
-57.312687,10,26.259393
-33.615616,206,28.171226
-27.97718,179,29.181717
-92.34102,104,29.856711
-79.035866,72,30.430552
-5.387047,139,31.199668
-116.63519,91,31.770259
-101.800995,355,34.533921
-58.29169,10,34.768293
26.409706,96,35.55711
-81.991776,368,37.480559
-252.90308,400,39.466629
3.325611,104,40.160313
-94.132065,101,42.972789
-90.84651,56,43.37252
-69.56291,23,43.642222
-52.347595,3,43.870276
-103.08301,94,44.640613
31.212055,69,45.15788
55.78688,20,45.401304
8.372551,133,46.357694
31.680769,63,46.778563
-86.7146,46,47.194025
-102.43022,80,48.022411
-41.55661,193,49.171174
-1.0067978,141,49.983159
1.4178429,98,50.666862
-61.323566,9,50.86773
-95.293526,62,51.32088
-70.52587,28,51.597681
-94.099556,54,52.071573
-124.3101,90,52.653234
4.4681396,125,53.46533
-133.45108,124,54.307549
-49.33699,278,55.950812
21.742603,85,56.318496
-70.981544,321,58.530625
-64.38887,28,58.757951
-76.03899,43,59.206743
24.49148,122,60.004224
-66.04452,16,60.296042
-45.584137,333,62.081341
-88.97334,73,62.637401
-83.65738,48,63.201339
-52.219803,4,63.344818
-87.41687,34,63.687698
-104.40733,132,64.885477
-227.96346,436,67.138018
-93.14346,103,67.763422
-77.21956,30,68.03789
-116.97749,67,68.481847
-164.52988,212,69.713009
-133.39478,180,71.158537
14.4348755,149,72.140204
-2.342289,179,73.204302
-71.60679,30,73.469417
-72.92386,31,73.782731
-75.98729,38,74.139411
-106.63861,53,74.534114
-88.153046,36,74.872815
12.218353,158,75.670476
-60.85505,12,75.870724
-116.2339,111,76.468652
-66.49571,24,76.742996
-52.384205,3,76.923285
-164.17105,148,77.841585
-111.46677,137,79.502044
-54.226597,8,79.699808
-141.14795,190,80.786762
-112.64986,61,81.156755
47.25858,8,81.355472
-111.90622,100,82.062701
-35.451904,166,83.240937
-155.06165,156,84.214123
58.117157,16,84.415776
-57.488388,8,84.580484
-33.56202,131,85.33415
-52.281666,3,85.510026
-60.66126,34,85.896414
-63.773415,16,86.10983
16.867558,122,87.43357
12.713379,153,88.419393
-42.534775,258,89.817221
-329.28888,986,94.937215
46.5,8,95.150576
-3.6390495,111,95.919938
-59.47484,20,96.16248
42.3,15,96.321095
7.9724274,163,97.271836
-6.980774,142,98.16937
-58.426407,11,98.385267
-8.4198,149,99.69218
-82.57919,44,100.046228
-8.6298065,173,101.052179
-6.434189,159,101.991182
44.77268,55,102.425389
-110.09837,55,102.917648
-32.981537,156,103.846618
-71.3688,249,105.141096
-138.0983,85,106.279182
-39.371582,153,107.114265
16.27288,90,107.699876
-56.02086,13,107.912503
-79.64452,32,108.204132
-76.25881,39,108.562973
15.309959,124,109.273457
16.857502,87,109.780201
-154.29935,115,110.485983
-91.86473,63,110.991193
-1.3162346,186,111.93307
-111.11572,94,112.545771
-86.834496,42,113.343585
-54.35655,5,113.50123
15.721962,163,114.44214
2.677082,123,115.141064
-95.196075,97,115.878726
-46.871933,212,116.998945
-63.965103,28,117.313825
48.8,4,117.473337
-95.2431,61,118.020408
-61.422585,15,118.258836
-192.59015,329,120.637022
-103.747375,151,121.55978
-76.10574,19,121.854212
-87.70114,35,122.121745
35.500134,88,122.777448
-78.6203,32,123.129802
-66.3701,52,123.478453
-77.44067,50,123.898648
-54.262,9,124.129403
-85.25422,55,124.489123
-36.83127,203,125.681479
-57.09594,11,125.888251
-150.04012,162,126.753473
-156.15524,239,128.752376
-18.630524,147,129.553647
-102.45039,421,131.551242
-82.577515,42,131.887324
-75.55704,35,132.148578
-64.89015,16,132.388459
0.54384613,142,133.328082
29.394009,68,133.789474
-83.49616,47,134.706134
-18.403938,156,135.591185
-153.69159,149,136.485315
-60.268032,40,136.876466
-96.04272,114,137.522512
15.803421,109,138.267236
-84.3251,57,138.664469
59.51716,7,138.883187
-136.53798,228,140.096489
-52.314877,6,140.293082
50.0,1,140.437443
-56.739166,14,140.637435
-25.767738,217,142.498587
28.136173,91,143.077246
-71.76871,27,143.335641
-73.81156,30,143.638826
-67.4644,356,145.515651
-47.71736,243,146.813355
-53.56372,5,147.03139
-111.233475,82,147.565777
53.12294,26,147.881905
-65.23778,36,148.237825
8.97369,89,149.226642
35.868866,52,149.598439
-51.480625,3,149.72714
42.20734,64,150.21314
-78.121025,33,150.585148
-52.384205,3,150.759785
53.030632,30,151.098059
27.696962,59,151.47294
-112.32733,150,152.308179
-106.44345,75,152.822003
-51.2,3,153.031217
-58.585655,14,153.235901
-69.42734,47,153.63411
-88.67229,75,154.12598
-32.84655,238,155.446553
-100.02309,139,156.818599
-76.41449,31,157.055016
-108.772415,98,157.64218
-71.46464,59,158.12169
-145.02985,154,158.966999
18.513802,114,159.788107
4.0533714,92,160.30566
-51.12221,3,160.476054
-60.11105,24,160.792028
-135.1041,111,161.513809
-1.0144157,110,162.281704
-57.822784,247,164.090105
-161.74234,112,164.682904
46.492035,39,165.068253
-85.868,94,165.667279
19.454786,86,166.306351
-67.542244,23,166.568407
-18.656235,188,167.61295
-65.52972,28,167.925736
46.318737,47,168.295106
-237.93048,756,172.734915
-28.711243,189,173.958881
-144.40503,254,175.368248
-21.095184,181,176.541687
-23.937462,193,178.253494
-67.79758,47,178.645184
16.001003,122,179.395834
-4.6181755,162,180.52502
-86.60652,417,182.628946
-183.47061,158,183.84489
-102.85683,351,185.562555
10.9662285,84,186.165313
5.0796394,165,187.035474
-70.580574,26,187.386157
-104.74129,104,188.064296
7.990837,136,188.945353
12.153709,91,189.571064
-41.05224,208,191.301651
-59.675503,9,191.554719
3.6572266,125,192.295138
-1.8296814,92,192.83503
-115.17338,93,193.377696
12.132645,89,194.005196
59.8,5,194.227613
18.235273,101,194.952397
-55.520855,8,195.156343
-138.18619,133,195.919984
50.0,1,196.056039
-83.10115,89,196.742567
-52.600563,186,198.286731
35.399033,61,198.738228
54.10426,31,199.011531
-89.17882,352,200.981529
41.474037,63,201.420273
9.526855,130,202.246444
11.170437,104,202.960549
54.172462,30,203.203001
26.276793,90,203.779026
-89.60222,67,204.722844
-52.07931,3,204.869216
-153.61865,203,206.025599
-112.48779,123,206.745818
-69.46422,27,207.039183
-93.54076,63,207.499749
-61.273586,14,207.775357
-77.04164,29,208.081853
-57.28366,10,208.296114
-81.10819,54,208.680196
-52.309525,3,208.844336
-52.633106,3,208.99416
18.217215,155,209.789164
-97.00523,58,210.266738
27.793959,87,210.840603
24.51617,68,211.401748
-63.009552,17,211.645388
-48.01715,222,213.492193
47.034973,10,213.704737
-90.67882,98,214.271092
50.207676,37,214.625757
-112.98155,163,215.53645
-78.16435,342,217.42331
-94.05443,52,217.864175
-73.01181,23,218.129396
-59.57961,17,218.356928
-72.20698,56,218.656143
-57.926666,11,218.886293
-59.668297,306,220.919569
-57.74278,11,221.150048
