#{"t_start": 1768390823.6712644, "env_id": "None"}
r,l,t
-77.25206,28,4.011261
-90.82404,52,4.164716
-64.1,17,4.22715
-65.966095,17,4.298033
-182.92154,134,4.730439
-20.121857,117,5.045911
-95.09815,55,5.202962
-57.26033,17,5.259749
-53.590862,6,5.291388
19.063574,87,5.543867
-67.19715,32,5.642375
-66.74495,17,5.711192
-84.94153,44,5.877383
-51.91427,5,5.907836
-70.15289,22,5.980901
-112.88125,65,6.221221
-141.81369,191,6.730556
46.44634,12,6.778009
-53.19465,5,6.816359
-57.292576,9,6.862048
-71.45609,28,6.952864
-1172.6925,1018,10.469172
-126.09159,78,11.126439
-107.473976,94,11.477897
-184.53969,178,12.039245
-55.760777,8,12.090691
-94.43936,58,12.262752
-309.59393,209,12.824022
-58.376503,18,12.888673
-66.47993,18,12.956331
-76.65817,19,13.028442
-58.55392,8,13.064638
-74.006966,36,13.168483
-112.38143,45,13.299379
49.25858,3,13.32975
-298.37906,351,14.896709
-147.37878,107,15.309553
46.887875,11,15.377389
-105.336426,44,15.540961
-408.82736,333,16.55394
-105.19469,60,16.729569
-99.37027,59,16.896361
-69.4522,15,16.956346
-54.535233,9,17.004983
-60.514095,12,17.078733
-103.93136,50,17.280317
-103.237885,59,17.593491
-60.126736,10,17.637782
-65.970085,19,17.714862
-286.27478,219,18.871192
-74.49991,22,18.939506
-89.72334,45,19.072823
-69.3193,18,19.135195
-314.91586,251,19.865173
-86.52256,47,20.021929
-98.98894,88,20.260469
6.499737,80,20.504349
-79.55488,51,20.653428
-1.051239,98,20.912829
-55.112537,5,20.943277
-59.418324,24,21.020637
-61.70778,13,21.075751
-53.431877,6,21.105046
-84.64355,50,21.268474
-132.257,86,21.497273
-70.46885,22,21.582276
-84.928635,43,21.767233
-54.84262,6,21.807816
-128.17627,64,22.403595
-296.48712,213,23.018348
-394.2148,277,23.740326
-9.2727165,82,23.988997
-51.209904,3,24.017979
-609.95905,386,25.027685
-159.09581,178,25.853784
-137.4007,143,26.274779
-51.54742,3,26.308926
-438.60013,424,27.467874
-79.04624,25,27.56483
-171.62569,145,27.963221
-51.908276,4,27.991289
-79.633484,20,28.069783
-84.8879,61,28.253398
-67.71225,22,28.338811
-109.98465,48,28.499039
-95.132385,39,29.0281
-75.87676,54,29.194479
-58.66881,9,29.243316
-22.87886,118,29.624478
-91.688995,93,29.890034
-96.56563,48,30.028542
-446.13422,351,31.007336
-23.390213,101,31.28878
22.138176,39,31.402905
-58.907635,9,31.442168
-95.54545,64,31.613611
46.699055,11,31.656143
-197.34584,111,32.39071
-97.358826,59,32.558624
-53.287704,16,32.612188
-89.6346,38,32.722409
-50.8434,3,32.747827
-160.34625,148,33.217628
-111.253265,80,33.459494
-82.28045,37,33.579507
-92.08656,46,33.729815
-55.647728,11,33.779171
-57.98459,8,33.819727
-80.77247,78,34.059896
-54.169388,11,34.101292
-76.42914,51,34.263494
-80.49773,22,34.33422
-65.235344,37,34.43925
-53.991314,6,34.470168
-63.249065,10,34.5108
-52.69574,7,34.543701
-65.01356,23,34.612922
-70.33024,16,34.672068
-379.15448,245,35.308148
-51.388634,5,35.343489
-79.003136,41,35.484086
-25.646309,85,36.20626
-60.606247,17,36.301689
-81.937416,69,36.529389
-82.83717,81,36.775109
-76.74304,22,36.842692
-51.423607,4,36.8742
-95.14964,35,36.986392
-32.721848,157,37.417969
35.43438,24,37.497757
47.75213,9,37.534225
-54.030766,6,37.571632
-51.453915,3,37.597254
-61.704224,21,37.678037
-61.281025,10,37.731888
-58.113426,7,37.767637
-197.53302,185,38.266936
48.969944,7,38.303085
