#{"t_start": 1768415438.9729648, "env_id": "None"}
r,l,t
-142.952,172,1.545404
24.390404,75,2.020779
-88.239136,125,2.577176
-160.78989,215,3.978608
-256.66016,365,5.352154
-170.45956,1144,10.681252
-51.278267,234,11.562865
-79.26451,171,11.820858
14.890232,89,12.303883
-66.957275,55,12.584249
-185.7113,586,14.594777
-106.342896,105,14.970802
-85.32456,87,15.356262
-90.77211,68,15.731743
-356.34296,1306,20.775295
-93.913925,83,21.387915
2.0064926,372,22.984151
-135.63737,204,23.65003
-97.82117,172,24.251121
0.3072815,250,24.931701
-140.72096,128,25.379767
-190.49065,211,26.60573
-118.363716,122,27.160841
-169.81715,251,28.207735
-44.862785,152,28.670466
18.497656,70,28.939438
-165.63898,703,32.026042
-8.982655,151,32.71937
-54.789513,11,32.842545
-71.37227,39,33.041489
-128.16159,512,35.581862
-181.90486,295,36.654423
34.08854,60,36.934861
-59.622456,13,37.077471
-158.49411,219,37.710751
-46.43984,25,37.854059
28.526596,84,38.332196
37.919716,53,38.849515
-128.97675,200,39.644186
-244.97986,422,41.636977
-211.8555,353,42.838199
-11574.884,20648,112.826693
-461.4232,1951,121.976088
-1373.9661,6261,149.094933
