#{"t_start": 1768414985.3350286, "env_id": "None"}
r,l,t
-54.35319,21,0.201615
-416.70865,630,1.39868
-59.38857,14,1.480133
-53.7,5,1.51548
-56.131104,10,1.568804
22.377136,101,1.763503
-168.18259,553,3.237268
-91.300385,40,3.349107
-306.73364,399,4.111778
-57.57622,9,4.144651
-54.045486,250,4.715046
-53.29148,4,4.740759
-69.7254,22,5.317468
-59.8501,8,5.361163
-25.485603,194,5.807071
-52.5,3,5.834126
23.268448,102,6.052367
-181.53212,214,6.641665
-118.09396,56,6.818081
49.4,7,6.865084
-57.52912,7,6.913425
-67.4,18,6.977789
-58.052982,8,7.019264
-104.05476,242,7.503537
-344.40793,420,9.493044
-199.24434,542,10.334492
-310.1777,414,11.579018
-166.32443,121,11.795029
-51.253662,5,11.818902
-52.384205,3,11.844306
-163.27457,258,12.248699
-98.69995,74,12.3923
-164.47751,235,12.7739
-55.67479,8,12.802387
-51.97048,3,12.823962
-57.584415,14,12.867482
-92.83782,78,13.011631
-50.87678,3,13.032604
-58.64264,12,13.065373
-58.337875,10,13.098348
-59.545868,8,13.675995
-54.370426,5,13.715596
-66.006905,53,13.868881
-211.63492,299,14.466985
-64.37961,38,14.539546
3.3408394,83,14.6725
49.05858,5,14.696619
-52.110527,3,14.725697
-53.503307,5,14.756711
-52.347595,3,14.781717
-53.34468,4,14.806519
-125.77004,149,15.230606
-76.94304,77,15.476407
-74.60038,53,15.612622
-54.852306,7,15.658373
-56.768257,11,15.713341
-55.898735,11,15.775916
7.780037,66,16.046361
24.719397,84,16.333406
-101.94036,77,17.162066
-91.07539,30,17.288968
-58.509083,12,17.357533
-69.02821,21,17.456941
-207.8529,311,18.44494
-54.213345,5,18.480588
-411.1218,847,20.496153
-55.79026,9,20.530557
-111.97217,112,20.720959
-51.347214,4,20.747124
-51.59193,3,20.77472
-73.97157,48,20.872129
-61.604164,11,20.907521
-74.05694,70,21.03098
-56.75432,7,21.06122
-177.69849,232,21.473125
28.593393,43,21.571178
-85.58513,46,21.665655
-51.209904,3,21.690217
-57.42634,6,21.71843
-101.85751,71,21.850001
-53.73665,9,21.88025
-85.707565,78,22.017283
-51.911766,3,22.039137
-56.9,8,22.068736
-52.3,3,22.09147
-64.96561,32,22.171589
-94.2613,118,22.882301
-52.46065,6,22.916064
-51.453915,3,22.938239
